node	degree
17920	43
19062	26
20432	39
30704	33
1638	24
28606	167
8542	44
42272	53
42152	295
4397	112
14266	76
386	117
36894	31
13981	71
51780	65
16267	71
12744	74
36182	28
25502	130
26950	6
25706	56
57534	39
49662	53
20965	69
12784	74
6796	212
58405	48
3373	120
47154	64
14074	37
37203	6
50103	16
44053	14
44397	29
33191	23
56168	56
19511	65
18726	35
10140	81
863	14
38550	45
37389	27
17930	191
6301	67
21800	45
296	90
53988	66
23152	87
21339	159
7140	272
51106	320
57138	34
20480	90
28032	126
36615	133
6865	71
3589	53
9993	48
25530	47
15134	153
5856	48
39616	30
53769	43
21488	42
30585	75
31350	97
17458	63
16994	119
10711	67
9192	88
41229	72
19058	89
20613	86
21331	33
13426	70
3394	52
48317	59
20967	82
6995	86
4718	67
21235	104
45413	98
21812	29
845	46
37050	56
18950	50
14829	66
7778	49
35013	66
54385	301
3813	115
42796	44
26662	73
36492	45
35865	47
55510	75
44542	327
6778	36
2513	140
27768	103
20082	64
17264	60
16730	107
9912	52
7649	71
42632	113
15047	81
42581	15
41453	15
5724	107
12251	83
57924	47
27529	34
46957	46
24367	62
25277	50
24294	53
50596	42
35505	37
4739	46
45069	34
46257	15
78	363
51494	121
6792	55
4284	92
23068	91
12185	62
21623	70
38293	86
28599	130
57163	498
53307	23
7034	91
33651	50
48291	172
36384	91
41327	31
22575	58
25071	53
23691	38
48874	65
21278	46
22554	69
41121	24
57450	61
48974	50
46366	75
9883	29
33318	30
40652	131
38711	290
25735	272
303	78
7246	145
17101	35
47507	46
14366	45
41410	38
3852	18
30781	25
44652	71
20650	62
40582	136
11520	99
1688	131
45115	133
576	173
16707	32
48258	57
50001	28
608	18
29913	21
16011	3
3186	25
49474	13
42012	87
9023	227
41783	42
5630	46
18780	57
47897	56
49150	52
15115	42
47986	61
22558	93
30042	88
28794	129
13924	196
2177	24
42623	59
41392	323
53237	60
33478	438
2623	253
25535	73
9049	71
49164	82
23033	41
41412	32
16337	65
44783	117
11194	45
51439	26
53619	66
6345	88
44113	277
48003	256
53559	50
24226	185
15795	36
49923	72
41190	77
28825	88
19672	41
52011	37
45024	97
32641	102
47020	117
58177	54
14183	87
32337	86
38993	43
26399	34
21407	75
45846	108
36129	119
17383	77
20622	324
4593	41
7376	52
41424	55
25568	69
54286	36
49801	73
11143	23
22824	96
6611	92
35652	76
33464	180
27521	107
15100	114
28092	21
44766	73
10064	109
9179	23
17532	80
22532	127
1111	113
29811	42
32310	83
25662	30
54167	70
28819	72
25776	130
46680	124
9660	46
47504	84
43973	58
55012	10
36847	190
995	114
56198	76
6809	63
14946	66
25054	57
12345	57
40171	75
28857	97
43778	146
17991	124
53031	105
56394	23
10871	66
29923	16
21706	129
1305	200
29821	63
28115	102
46393	185
39466	238
28195	159
49670	212
37984	28
13921	23
30889	33
52083	38
23868	52
46561	154
18296	9
3516	16
57016	30
41679	82
18604	74
4716	47
12680	62
16890	96
42234	94
19499	112
33843	140
49707	275
73	116
3261	74
9360	150
31499	133
35058	147
29676	141
1218	27
24176	30
41877	48
3123	80
38939	154
41701	39
16963	42
36583	18
24105	77
7077	75
17474	41
4949	40
43613	53
15423	67
31890	97
15049	123
20526	31
38750	49
6737	83
2560	45
2179	78
11501	93
29284	35
2041	34
51578	117
44231	140
10150	49
45425	25
50048	20
57724	25
28608	27
5432	39
47545	36
28554	153
56324	34
2516	26
41659	155
49712	22
35562	34
9593	374
40070	251
16795	25
46457	26
51784	1
17904	95
27684	155
22065	167
50156	152
24664	113
43738	68
36664	52
38689	91
20802	120
23188	83
38460	78
4914	26
8851	91
48518	57
45898	291
48559	72
55809	42
37013	45
20213	66
5906	247
460	169
17175	128
21568	17
17427	5
51538	61
50089	44
29575	57
31288	17
51307	314
17464	42
26611	54
38747	124
15091	76
22256	130
23698	74
4139	46
22045	94
41302	27
12454	93
26388	120
2862	30
39962	31
52533	155
21055	81
10179	49
37353	46
41413	31
51179	42
18864	65
13702	62
42616	45
13121	35
23517	131
24765	115
46958	53
56656	23
9490	32
40242	53
28381	89
34514	67
24505	114
50115	59
56056	37
11990	40
4396	34
29687	2
13275	85
57186	112
49588	54
39578	167
6462	64
45354	34
27039	47
24046	136
9113	48
39067	34
26764	52
16824	55
21753	62
39056	31
10035	82
33400	74
46049	33
16511	31
26091	74
2917	91
19376	86
29027	103
24760	57
27436	33
18724	50
35173	80
8090	76
48721	64
25872	63
10241	95
32099	40
14996	20
46027	35
39555	67
4454	84
22803	96
3424	80
30905	55
16677	72
54431	87
12716	18
11730	47
2105	64
25609	35
6775	19
53108	30
56890	17
57775	17
38937	6
55602	68
30882	55
45576	37
48442	44
55608	90
49056	42
8508	263
27009	345
378	155
57292	79
32243	48
51926	49
36526	320
7813	105
6545	137
33605	100
7875	90
3857	214
43052	119
25282	30
22772	80
55910	151
16160	34
47313	41
34765	36
20942	70
23431	48
36983	50
4214	156
53015	110
19847	79
8566	115
146	123
56172	50
51150	28
8153	118
1312	114
20577	171
38905	59
10213	77
20721	45
52028	60
56934	7
35530	122
55679	47
38959	64
51787	72
17379	54
18128	75
39004	41
25065	135
41963	64
45825	34
14434	60
13409	26
27054	46
40280	38
5888	49
46223	80
46844	57
41483	84
4488	64
16471	27
26395	102
23142	100
4357	67
9605	82
11071	97
25824	142
50133	143
3918	86
22958	70
38069	84
13362	71
20856	51
50473	23
10106	15
30334	7
27975	12
33675	91
27993	19
15811	9
25443	24
42054	63
13909	207
47225	153
7761	381
49493	114
6042	99
45228	79
12108	67
35690	155
91	78
557	67
9852	87
44279	109
11311	103
50320	64
40665	21
5219	17
44597	66
26808	46
51186	98
3657	25
53217	36
45547	522
40692	297
16104	34
57526	204
20956	31
8576	219
5191	112
2013	20
34457	22
582	26
22237	111
47238	101
6774	94
11797	83
33189	60
28142	65
48628	99
29568	70
43342	79
27755	65
3806	76
18174	71
19879	86
50671	94
6291	95
54176	120
15264	135
22387	89
6653	360
23519	310
46055	338
39924	65
43698	41
45853	59
33800	63
19514	59
21067	35
12218	35
49657	17
12255	23
44049	28
17827	257
15361	67
23739	107
41575	98
16620	96
57392	54
40656	88
41949	77
27688	2
32940	8
14035	135
53900	92
5114	121
1358	120
7656	86
42293	60
35585	131
47136	89
32390	65
35919	140
56055	77
606	11
27034	28
53385	50
32630	100
35651	145
19337	164
26294	228
2245	69
24515	89
7161	199
18004	74
3474	49
55452	82
29559	61
51597	48
26518	49
37512	190
57111	117
50733	181
56489	107
43852	66
29878	92
25907	27
1602	31
7878	19
25492	31
54652	57
52823	32
27114	300
10300	38
28008	41
29034	89
48802	48
11943	63
4519	121
43624	141
25577	127
55585	55
55593	77
33077	60
41850	88
26209	901
33102	146
17113	200
52488	169
8148	163
35795	39
15276	59
45783	147
40348	57
37179	91
52255	178
15399	14
31123	64
28236	59
7593	53
27902	25
38310	13
58300	11
20932	6
42975	13
3718	81
48177	45
21451	49
42279	24
14616	298
26598	43
43198	78
3869	123
32394	55
39247	54
16628	60
48069	60
18120	93
8482	92
6580	80
8159	152
11029	78
1892	18
24586	37
45659	24
56058	16
45383	53
18839	48
11908	35
15994	744
29622	91
8125	144
11277	92
19575	98
17693	22
34398	66
43194	83
25159	52
13463	60
27547	66
41928	50
36968	99
14148	107
1916	164
51540	54
12189	39
53435	83
28662	109
38614	51
15812	62
44014	49
9454	123
23306	206
49167	53
38756	88
20973	69
27389	122
52853	46
278	176
33593	52
716	51
48856	39
23479	29
15618	129
41552	64
41959	67
24110	40
26858	26
1394	265
48615	247
5031	122
55245	133
48001	55
37441	82
23202	49
34272	47
10201	20
42896	74
53228	130
21257	72
56025	131
25541	101
2621	69
15575	118
9461	139
7571	11
19439	32
43790	253
52816	35
11909	109
11258	52
7385	71
44920	58
43011	209
34679	56
1420	309
15666	132
3955	113
8033	45
29513	21
29232	120
38248	43
12082	34
34631	68
44008	34
2710	60
42823	88
10627	308
21318	251
48413	425
44873	70
23185	71
18570	56
24642	61
12718	47
33861	56
31473	35
11782	34
2255	109
39761	120
48422	138
27027	50
49173	58
8989	38
21499	74
2854	39
5091	154
50464	61
10489	291
20851	40
36172	91
36152	151
47270	82
18540	74
17676	150
45577	260
43752	242
35330	73
48902	83
42225	51
52577	71
11857	59
52193	74
57781	55
33638	72
2607	82
16020	91
168	214
38683	66
17581	107
18656	47
52455	45
8478	39
19490	39
30676	17
34867	102
16059	136
23808	142
19777	117
40440	93
24662	69
17731	132
19959	149
42263	55
21894	72
20290	131
22402	86
51755	35
28594	38
43821	61
14210	103
22403	124
37602	26
17107	92
53434	225
9764	155
4551	82
40253	117
20793	148
34449	29
16681	22
28617	13
31548	9
57146	80
38973	147
43925	83
40414	66
53452	281
2023	277
55654	160
57088	30
3001	50
26999	115
44342	119
402	75
34876	43
17460	51
51760	20
52567	46
7392	40
20423	70
43247	12
8946	172
56390	71
46151	47
10431	18
16581	62
6072	61
25965	44
12009	45
29897	121
12172	117
49548	44
13482	30
21649	18
2265	89
55356	83
31067	30
16548	133
52527	89
11383	83
44729	43
27800	54
56363	48
42500	60
35441	163
40141	32
50879	81
49197	66
8906	88
25985	58
25210	3
19966	65
22055	80
41660	73
22017	195
14848	38
39107	12
50807	26
30528	83
57279	67
42513	46
36836	67
2045	66
5539	61
44669	76
5706	32
58006	21
6517	77
31728	143
26148	73
1750	88
29534	25
4972	178
38088	114
12702	33
50580	36
31195	61
39007	34
50002	84
14186	96
52885	118
18985	53
30748	50
36873	20
9991	33
3047	36
13023	183
24851	40
41202	41
9380	26
17644	21
49572	20
41844	57
10641	143
30790	119
41457	130
13823	56
53566	45
12382	69
25814	62
38103	72
32111	131
20063	133
56433	86
38144	122
52341	21
17016	14
9410	21
57199	22
36163	17
15900	33
35070	14
30755	85
21748	13
53336	86
2379	135
43723	34
34806	61
53347	227
15720	91
43865	132
38383	56
19795	39
5411	20
49	52
22747	47
34006	46
40852	60
21557	20
11075	98
9383	35
30641	339
16466	111
24441	104
57060	19
51619	46
42888	14
33795	45
4288	61
21150	39
24523	34
23217	58
31232	437
3475	52
18474	53
13456	163
19859	31
39976	42
47842	130
42049	88
29418	349
36778	78
512	123
44592	59
38753	38
27583	629
24463	32
21683	18
48983	73
28521	103
50668	50
17966	51
8688	10
50632	16
28316	274
467	67
56833	75
33841	163
24092	457
44552	33
42553	22
51689	71
33239	143
25419	99
15421	32
11471	95
44364	111
30182	65
26441	84
23074	154
37122	83
35867	76
51272	114
52402	89
19381	33
44619	52
57788	130
16704	72
4152	147
7195	121
23814	196
352	89
7416	86
3598	438
41187	37
23184	156
20194	50
57565	587
21004	118
41898	271
52693	156
50034	38
25851	10
37934	29
15417	17
33623	458
4647	134
36296	28
45376	90
46046	83
55894	87
682	82
18493	24
25767	94
40628	40
45223	92
40084	125
30224	42
56179	22
58370	235
35917	358
36861	80
36803	546
14276	53
37182	58
48759	263
20950	306
36453	283
2569	59
3095	185
32773	288
51941	171
20948	177
5386	80
38355	99
47908	90
27820	15
13118	28
15842	16
27887	24
24755	12
25176	261
27840	87
44740	88
29601	81
50655	63
24447	38
13151	130
47253	85
30521	67
7250	34
30809	120
27120	172
47392	83
24075	74
46614	26
41903	77
8107	87
29460	320
54561	31
12415	66
13605	126
17833	163
1050	116
38298	25
41222	59
12833	99
30859	86
14807	98
24271	10
33024	31
50619	55
32934	15
33165	88
46241	166
13515	183
5791	267
24862	53
17748	42
57075	53
42676	19
10635	451
5390	22
4561	11
3700	27
35620	59
6403	19
22970	17
27969	25
19823	23
31163	20
15325	52
18141	176
50228	208
13103	106
41025	910
22683	242
12038	52
36062	52
40987	30
23314	75
43589	59
46032	51
19944	116
4313	55
45131	108
42866	279
26435	67
43641	107
17887	39
16485	424
34350	72
43507	31
4423	37
41158	38
11447	84
36638	87
57388	34
51100	109
18200	68
38886	17
40080	20
4399	73
47087	154
25565	13
11013	11
2793	121
34326	61
13258	31
21044	100
14756	134
459	156
20534	113
36818	40
41812	18
12028	264
50383	51
18729	25
5465	56
32935	58
36819	247
8383	34
52728	39
45505	37
43293	117
29315	107
54116	39
2947	58
33098	77
40276	43
33346	44
6359	35
23395	58
1176	101
20371	49
47692	53
37840	200
38574	60
51586	92
13031	366
18330	157
26833	85
35663	84
55671	36
18766	51
42659	39
37215	82
48509	50
7931	99
3763	140
5196	158
38854	24
5090	45
21146	61
29138	73
25322	96
46964	169
9823	32
50102	12
33068	15
48678	107
4927	68
34615	49
16474	16
7241	44
35876	8
2085	1
37600	13
27291	140
204	784
4841	25
26433	16
7108	48
46824	138
33234	134
15103	224
1294	233
4232	74
2952	54
43186	57
51830	62
22351	89
6071	196
1759	101
25595	43
48457	52
57444	89
27798	117
18279	42
54607	71
34577	49
7008	40
18108	52
8862	144
34392	67
47550	57
24566	50
31111	60
48267	74
1219	88
31165	453
56310	323
27070	83
9741	40
12210	31
9040	35
17065	34
2413	53
29529	20
48888	17
20357	35
20906	255
16912	81
39094	263
37502	203
27448	38
11047	99
9438	52
16084	81
20161	157
50442	202
3527	77
19124	42
2701	157
13087	70
13558	25
52590	42
17555	100
3573	42
14220	164
31903	757
9968	202
26554	162
55112	99
49611	76
11747	65
44430	121
17637	21
33370	88
49831	59
9028	170
1824	113
45578	146
13816	245
18268	65
24161	86
18838	8
14693	335
8355	10
33817	17
37445	17
54882	15
50086	17
3701	39
54102	51
32484	13
7208	17
37997	169
16929	78
19431	72
24775	229
37960	101
55189	284
32817	259
50152	31
21082	65
53038	60
48652	87
51669	79
36771	66
42306	54
33026	58
12829	80
48280	449
21987	59
38025	58
2506	27
5924	71
27066	2427
48007	88
37082	176
9455	417
17617	46
48005	176
12133	33
19682	35
17931	39
21528	121
58095	101
9587	35
25368	42
4070	58
17416	106
12424	75
31695	67
26483	32
38739	141
18634	93
3149	79
47528	60
17670	35
21656	134
47837	39
10	69
7183	163
24196	135
36070	48
58295	24
56104	12
56265	202
49640	23
8881	180
10598	178
40926	31
14280	39
33539	39
26326	102
53865	183
10649	347
42564	49
27434	30
21742	54
21200	53
36048	9
23630	20
29605	57
23490	7
2296	83
49390	25
44903	50
3838	32
18042	53
8015	65
32826	45
8655	22
5129	61
7464	81
19808	145
22598	178
43859	131
57634	69
29271	98
19286	46
11828	68
52245	59
10672	217
14505	51
8117	40
58156	106
2077	113
6339	53
49612	281
17935	17
17450	8
14325	35
33842	31
31979	125
37297	117
19832	18
37102	35
10274	38
12511	78
18546	52
39163	21
29963	70
29121	65
38218	171
50614	80
37206	31
18037	60
12626	55
40531	88
24573	124
32950	55
1855	45
1545	427
38768	333
34120	349
46637	279
32464	196
48882	94
22364	65
28266	60
57748	102
23004	28
41507	63
26838	46
38161	48
26229	33
21646	31
39377	98
30724	104
38896	75
7890	51
36669	45
52633	14
18337	37
15184	106
36226	108
22274	49
51917	111
36034	78
39160	68
22061	19
14052	32
58222	31
27708	104
37928	87
13140	67
24547	108
40144	29
44276	107
54864	153
33303	139
19424	63
40102	79
5349	83
21437	74
56942	97
22888	70
16657	62
27843	13
54288	30
28512	1560
34050	38
50967	81
19613	91
30589	105
57432	148
32331	87
13533	68
46323	47
20904	44
53050	42
29562	428
7328	28
51477	60
34544	39
18389	56
37833	173
4443	36
28694	41
10028	115
57348	111
8917	103
35364	243
23238	33
22965	144
57145	90
22319	125
29778	122
46972	93
55048	83
35658	106
27513	61
46729	32
35039	33
45061	89
47584	52
7432	75
37170	103
34072	222
16826	49
8000	52
55833	99
8397	160
13492	318
21895	822
50862	60
8026	79
17327	43
17174	53
31251	75
10778	120
29939	102
20860	99
29551	63
15116	80
34654	95
15334	29
45818	123
10508	310
22217	203
27885	123
15314	81
17108	41
36171	103
36309	44
53402	56
29440	48
1650	79
21825	20
37301	89
19533	58
28627	74
22535	58
13987	30
53933	128
32091	47
43308	75
18218	81
26736	47
13707	20
38122	90
46466	24
28592	67
35154	51
3533	30
34629	35
40779	340
27074	60
20775	105
26960	104
23954	179
38859	186
52996	76
54779	52
42183	41
2782	21
44024	17
26290	59
28638	64
39091	80
3042	46
40346	22
26622	83
34641	32
37095	57
6799	42
50601	138
56671	134
36971	33
22111	36
11462	139
49731	141
44644	144
40977	127
24343	45
32529	30
6746	45
49169	65
40287	79
54817	38
31289	78
19587	42
39394	110
7249	44
42534	547
7334	112
50841	184
1954	47
1489	32
21582	40
35009	55
48949	33
28740	44
47530	34
40586	23
31645	115
58362	49
39836	178
23374	12
41349	11
19569	49
21281	28
23751	114
23072	60
56527	128
8373	31
32461	86
57406	38
43405	30
40007	64
17251	79
18705	50
35940	461
32802	64
8617	31
43593	123
45373	140
22902	57
37446	136
48722	47
8040	44
44307	20
42046	39
39941	98
24772	57
6384	49
33899	35
46235	17
10129	39
491	145
29225	32
8703	24
3757	56
53516	67
22058	78
33040	217
2381	142
23818	20
46960	315
46842	140
39523	29
16193	39
10583	28
57830	64
45950	69
7459	68
8322	471
54968	116
50417	679
39763	83
6156	114
43470	8
25826	10
8471	13
34143	11
54890	33
49702	19
57400	44
53096	268
35171	215
36398	28
10552	39
46467	33
27788	124
1633	75
37789	41
4813	35
3009	69
26810	106
29300	51
55175	64
30722	40
16792	30
27548	67
28357	96
32056	21
25003	61
43167	92
13393	45
33933	38
40609	115
4166	105
24229	105
7319	51
38770	41
54534	48
15128	88
32659	49
35090	93
10640	134
3784	107
13503	97
52399	36
23333	57
28196	54
47637	87
38549	32
32220	35
56322	32
33374	28
26601	25
51270	120
21348	173
24174	62
7899	44
48938	74
1055	132
4693	84
8143	69
5267	82
37266	41
27486	91
33536	55
8893	64
42214	62
56681	40
28458	9
55058	6
49780	18
9035	28
786	62
45415	111
48772	92
27126	95
50327	56
17283	64
16345	91
55858	554
55178	399
52800	214
30445	561
57872	41
35318	87
21875	123
30667	19
49795	28
53999	45
26925	58
3566	75
55855	58
41599	79
33138	94
48986	158
33523	80
11046	121
48497	52
5084	80
57708	97
16090	106
36438	83
22578	59
23648	110
35020	73
56119	260
7165	81
47575	88
43203	25
37476	10
35223	946
24477	124
4731	52
46008	32
42233	44
52211	104
29344	27
31831	92
53019	215
14061	85
54723	54
12031	87
42852	105
23470	187
57784	17
40504	471
41737	209
36262	338
52642	198
10845	59
695	70
16491	116
48766	28
7733	78
25976	77
11570	65
966	39
42680	68
40169	305
55853	29
52516	138
18723	221
45758	94
20286	23
6476	236
20511	48
47616	103
22451	262
21834	71
36947	20
20820	46
14355	119
36232	72
42270	65
19110	17
39641	323
36732	249
28556	261
1254	109
34348	45
30542	83
34914	251
44411	311
39607	11
53778	11
11419	85
40910	114
32100	178
26631	192
25769	212
16946	72
35442	115
9243	27
9839	37
25437	81
5855	128
24302	99
38439	84
45840	39
16450	140
12463	223
42962	71
3004	102
24790	99
30535	79
55865	141
1708	221
30762	283
41	62
12351	67
51302	127
30608	361
51796	113
36389	68
44442	178
4721	196
17708	35
4947	83
39137	320
39789	114
7106	50
24903	114
44254	71
42808	39
45031	44
24011	72
30661	16
40245	54
53580	46
11515	68
19834	82
5180	164
46029	123
49236	41
44972	109
41757	88
3762	102
58087	66
8374	23
42042	49
37205	57
34770	90
52290	97
32332	51
11639	135
29373	188
34957	145
56704	29
21246	243
1654	69
52837	86
11763	344
49116	122
32600	93
40219	60
39120	33
6006	336
20968	44
31137	24
55961	26
10991	32
2532	244
22968	72
46864	250
45586	32
23248	27
20416	128
24273	46
41589	69
11653	18
54280	78
3811	523
53884	46
41253	27
32132	30
25212	36
48385	28
50989	131
6261	169
13527	100
18969	162
36151	77
57458	70
52058	119
29016	83
34237	64
13747	106
35323	30
55554	26
43243	39
956	37
40064	60
35467	59
42870	138
32150	123
41442	25
50769	152
2629	114
46944	12
40690	237
19143	10
53251	10
48670	52
31135	65
2977	61
55332	82
42706	323
7781	253
2	52
56183	33
56355	58
8122	104
11078	91
16874	15
30019	382
55681	252
3132	75
29538	86
630	79
46717	17
35209	39
46930	147
38048	131
37319	23
41487	48
811	82
14398	187
10143	68
55629	113
17015	100
31714	44
34372	98
33226	135
23753	13
7168	38
17127	484
10235	46
15988	53
10765	35
5648	83
37528	76
48993	429
1041	72
34922	164
10373	46
23118	59
4827	149
28190	65
52614	28
56983	248
55219	123
17061	69
11349	37
45871	38
32308	52
14051	44
14771	67
42652	61
12471	95
9795	109
23520	59
21796	19
25374	33
7598	43
21973	120
50881	119
11151	78
57237	181
41981	32
43646	68
2014	18
30568	202
35383	28
33194	63
52273	37
29371	72
29338	29
37036	103
53342	67
5239	63
53033	39
30242	63
24346	169
38951	83
58078	65
27657	81
14653	12
38551	195
46093	244
24748	18
9695	82
40395	62
23764	105
6213	26
36150	21
42474	614
7002	96
28301	86
23588	41
23617	79
9130	113
11116	18
2788	60
32420	302
46746	20
22507	43
37860	125
57256	59
12347	130
54777	143
47293	169
40309	63
43377	260
45330	330
26539	251
33993	249
20288	137
41045	137
29644	30
7146	42
48967	40
19249	102
12794	64
38416	62
20768	32
8674	27
19537	132
48021	130
42639	50
6076	64
12806	59
41674	43
51987	72
8077	110
26786	81
36273	36
24321	74
16817	57
5822	56
31657	184
36970	41
46876	45
36604	90
32206	43
40326	75
37706	90
26336	85
27996	157
47343	91
17024	64
29046	58
3044	67
28474	70
53861	73
24923	84
33427	74
19888	72
53074	158
24893	86
32400	56
38396	81
33624	69
17987	23
22093	22
42055	17
28953	8
38099	122
54994	60
39278	84
19905	30
25532	29
46826	24
9584	43
19842	20
5078	62
50745	89
32372	75
12461	78
31283	197
57471	83
1177	93
16108	12
6399	16
11693	16
33362	6
29196	71
2905	103
977	51
31436	171
11201	77
49842	102
16157	54
24719	72
1286	57
47862	47
46929	214
8372	112
44275	58
27771	89
47741	118
51564	28
1193	66
20372	168
27399	91
56576	21
30272	65
37753	50
34911	45
7620	62
1108	284
51618	75
15680	20
42407	69
30322	49
43885	105
19988	58
28651	79
46215	63
13022	95
12552	910
30845	90
41535	8
1882	16
46052	45
1371	60
19702	54
26681	83
25092	49
50142	33
34455	31
53193	59
22309	57
11669	123
4529	101
51626	178
30609	240
36310	73
28335	101
18237	115
15341	18
7796	38
2804	48
6407	29
18823	68
41936	110
49099	106
35180	85
54893	72
22384	24
14382	51
19104	98
43457	32
6766	20
48245	62
44427	35
50349	29
36307	51
34827	71
9581	121
25633	209
27315	76
47400	66
7055	28
8947	57
45797	73
25059	22
44311	49
27591	38
28117	21
57223	244
57384	60
7514	55
23948	12
10049	65
21147	168
7883	125
49127	28
38184	7
9579	24
799	110
35359	48
10430	46
55571	52
16318	11
23258	22
32900	14
53303	176
49628	103
4415	101
39127	85
12977	42
20242	88
16516	108
32683	71
22742	46
19701	18
6460	51
53311	201
13102	90
13181	106
4346	31
34906	22
5852	11
15317	22
41343	14
25855	173
58297	13
29206	163
9979	150
38818	71
17136	52
37026	91
13839	153
21457	84
19389	116
11248	97
23208	52
23065	73
7943	301
1888	84
12274	63
29691	102
25675	45
51408	79
20335	132
53626	61
17027	44
25281	14
47980	52
17650	176
28457	201
32526	30
33695	31
27337	48
54274	131
55462	4
2587	8
31392	68
12613	63
25778	80
37325	191
47215	88
6944	38
57221	163
1642	94
45177	14
19458	208
19060	81
12	217
42877	19
14821	22
20440	117
15360	104
7164	27
53814	168
16522	43
27462	54
52339	167
42542	33
2888	31
15318	97
53141	46
18067	46
49840	54
38555	82
4810	525
7608	115
7737	109
17169	310
27308	54
21449	105
39927	131
27734	91
49753	54
27488	21
7415	61
50275	190
50247	67
57266	63
29784	51
34341	59
29844	99
3545	69
41849	79
1686	63
35086	23
31837	62
14763	64
33084	76
2733	97
55344	98
56636	98
48946	63
52991	81
12722	56
46694	29
18084	27
40715	40
15073	21
13330	53
39632	44
7075	125
50918	59
34751	75
4427	43
26022	46
12762	107
22953	321
20152	154
54148	23
712	104
8670	47
49762	55
30866	7
47301	39
25423	40
54433	87
4959	70
30170	61
22272	64
1511	110
53824	127
31592	82
52630	369
55381	536
14028	142
53314	118
45458	105
202	267
55193	109
36713	77
3036	82
15849	129
13521	133
2394	30
37149	24
25264	43
45750	92
18313	265
5745	339
44257	22
20361	33
40940	95
4786	81
27030	84
44795	73
31974	126
57746	59
55877	183
10050	59
10535	116
49443	88
9937	41
38017	17
31437	33
13396	74
36187	73
50193	20
1977	55
11799	19
35214	53
21759	81
26494	78
38974	6
31	58
3803	166
13629	56
49790	103
21238	74
5943	32
14149	150
15509	77
53763	68
45923	33
39362	38
27682	54
9780	206
57783	91
4930	55
26932	77
20815	61
8267	223
3400	121
35133	124
2064	92
58307	129
19498	122
40952	89
33097	140
30742	73
24694	77
38389	36
35331	61
1900	54
58335	32
19871	121
50022	72
57483	80
58207	102
19986	179
13609	41
9230	113
35232	71
36370	89
26140	138
22009	460
4207	118
17633	68
51822	65
45193	67
56395	166
30213	32
48658	29
47098	368
43990	35
46727	102
27094	92
27732	102
33519	27
41244	22
33062	32
47526	48
7481	85
3535	93
37514	157
15621	99
30853	51
7357	141
42807	26
31483	43
24808	27
26345	41
30987	22
50854	9
29406	23
32899	4
24095	54
21501	93
2662	49
12434	42
24597	21
35540	7
43400	77
22294	25
22850	44
31722	37
30515	48
39005	46
43813	94
54511	65
11024	689
20374	61
55132	44
18647	104
12312	247
17207	2
30530	66
6744	60
47014	28
54834	83
41042	18
7794	30
52112	10
44117	82
40465	113
9253	87
34642	13
30901	83
37235	66
46961	37
3724	66
36161	219
26767	363
51155	102
314	165
25805	103
20075	71
5485	64
37805	185
56286	66
17940	50
33054	106
39326	115
17560	51
22421	32
47124	29
46478	19
49391	519
48063	12
