node	kcore
36201	23
34422	22
42510	36
40694	20
3614	19
52983	19
44302	22
28238	22
50038	22
49481	20
36092	12
11016	9
19327	15
8415	19
17920	17
19062	12
20432	17
30704	17
1638	15
28606	22
8542	17
42272	19
42152	30
4397	24
14266	22
386	22
36894	23
13981	21
51780	21
16267	21
12744	20
36182	16
25502	22
26950	6
25706	22
57534	21
49662	22
20965	22
12784	22
6796	22
58405	19
3373	22
47154	23
14074	18
37203	5
50103	9
44053	7
44397	9
33191	11
56168	15
19511	46
18726	19
10140	35
863	7
38550	16
37389	11
17930	28
6301	21
21800	19
296	19
53988	19
23152	23
21339	20
7140	21
51106	24
57138	16
20480	22
28032	24
36615	24
6865	17
3589	17
9993	20
25530	20
15134	22
5856	19
39616	19
53769	18
21488	18
30585	19
31350	19
17458	19
16994	19
10711	22
9192	22
41229	19
19058	19
20613	19
21331	11
13426	20
3394	18
48317	19
20967	22
6995	24
4718	19
21235	19
45413	19
21812	13
845	14
37050	19
18950	24
14829	21
7778	21
35013	22
54385	66
3813	38
42796	19
26662	19
36492	21
35865	19
55510	20
44542	137
6778	16
2513	30
27768	22
20082	22
17264	22
16730	22
9912	16
7649	19
42632	22
15047	19
42581	7
41453	7
5724	20
12251	20
57924	19
27529	18
46957	21
24367	17
25277	19
24294	19
50596	17
35505	17
4739	21
45069	17
46257	6
78	19
51494	17
6792	22
4284	22
23068	22
12185	22
21623	22
38293	22
28599	22
57163	40
53307	14
7034	20
33651	15
48291	28
36384	22
41327	15
22575	19
25071	22
23691	15
48874	18
21278	14
22554	17
41121	15
57450	15
48974	19
46366	19
9883	19
33318	19
40652	19
38711	20
25735	22
303	22
7246	22
17101	19
47507	21
14366	21
41410	18
3852	11
30781	12
44652	19
20650	27
40582	27
11520	22
1688	22
45115	22
576	27
16707	11
48258	16
50001	13
608	10
29913	10
16011	3
3186	9
49474	6
42012	17
9023	21
41783	14
5630	17
18780	21
47897	21
49150	17
15115	18
47986	20
22558	32
30042	32
28794	30
13924	43
2177	15
42623	20
41392	24
53237	19
33478	58
2623	49
25535	19
9049	19
49164	19
23033	18
41412	18
16337	19
44783	19
11194	21
51439	20
53619	20
6345	21
44113	22
48003	25
53559	22
24226	47
15795	19
49923	19
41190	19
28825	19
19672	17
52011	18
45024	19
32641	19
47020	19
58177	18
14183	19
32337	19
38993	17
26399	16
21407	22
45846	22
36129	22
17383	22
20622	24
4593	18
7376	22
41424	22
25568	19
54286	17
49801	19
11143	17
22824	19
6611	19
35652	33
33464	23
27521	24
15100	26
28092	18
44766	22
10064	22
9179	14
17532	19
22532	22
1111	22
29811	22
32310	22
25662	21
54167	22
28819	22
25776	33
46680	28
9660	22
47504	22
43973	22
55012	9
36847	19
995	19
56198	19
6809	19
14946	19
25054	19
12345	19
40171	20
28857	20
43778	21
17991	21
53031	19
56394	10
10871	19
29923	10
21706	22
1305	25
29821	19
28115	20
46393	27
39466	27
28195	73
49670	21
37984	10
13921	10
30889	14
52083	17
23868	18
46561	21
18296	6
3516	8
57016	14
41679	19
18604	19
4716	19
12680	22
16890	22
42234	22
19499	22
33843	33
49707	42
73	22
3261	22
9360	30
31499	24
35058	30
29676	23
1218	16
24176	16
41877	17
3123	21
38939	26
41701	14
16963	11
36583	9
24105	19
7077	19
17474	20
4949	19
43613	19
15423	19
31890	22
15049	22
20526	19
38750	22
6737	27
2560	23
2179	19
11501	18
29284	11
2041	15
51578	20
44231	20
10150	19
45425	14
50048	14
57724	17
28608	17
5432	18
47545	19
28554	22
56324	18
2516	18
41659	22
49712	18
35562	19
9593	25
40070	73
16795	13
46457	14
51784	1
17904	22
27684	22
22065	22
50156	22
24664	22
43738	22
36664	20
38689	19
20802	19
23188	19
38460	41
4914	18
8851	21
48518	22
45898	24
48559	20
55809	19
37013	20
20213	18
5906	22
460	27
17175	25
21568	7
17427	5
51538	19
50089	17
29575	21
31288	10
51307	23
17464	21
26611	22
38747	22
15091	20
22256	22
23698	21
4139	19
22045	21
41302	17
12454	22
26388	22
2862	19
39962	19
52533	29
21055	19
10179	18
37353	19
41413	18
51179	19
18864	19
13702	19
42616	19
13121	18
23517	22
24765	22
46958	20
56656	18
9490	17
40242	18
28381	19
34514	22
24505	22
50115	20
56056	15
11990	15
4396	17
29687	2
13275	20
57186	25
49588	19
39578	34
6462	22
45354	21
27039	21
24046	24
9113	19
39067	19
26764	16
16824	21
21753	20
39056	19
10035	21
33400	19
46049	16
16511	16
26091	20
2917	22
19376	22
29027	22
24760	22
27436	21
18724	17
35173	19
8090	19
48721	20
25872	20
10241	24
32099	20
14996	17
46027	19
39555	28
4454	31
22803	22
3424	20
30905	19
16677	19
54431	19
12716	12
11730	15
2105	16
25609	11
6775	8
53108	10
56890	9
57775	9
38937	5
55602	19
30882	18
45576	18
48442	18
55608	19
49056	16
8508	33
27009	41
378	38
57292	35
32243	23
51926	19
36526	54
7813	20
6545	20
33605	20
7875	20
3857	26
43052	22
25282	16
22772	19
55910	54
16160	15
47313	20
34765	16
20942	19
23431	20
36983	22
4214	22
53015	22
19847	22
8566	24
146	24
56172	14
51150	12
8153	22
1312	22
20577	29
38905	22
10213	22
20721	20
52028	22
56934	6
35530	44
55679	22
38959	22
51787	22
17379	22
18128	37
39004	13
25065	19
41963	19
45825	17
14434	19
13409	16
27054	19
40280	19
5888	19
46223	22
46844	19
41483	19
4488	19
16471	18
26395	19
23142	21
4357	20
9605	19
11071	20
25824	26
50133	25
3918	19
22958	19
38069	20
13362	21
20856	19
50473	14
10106	9
30334	7
27975	8
33675	22
27993	13
15811	7
25443	12
42054	20
13909	27
47225	24
7761	24
49493	19
6042	19
45228	20
12108	20
35690	22
91	20
557	20
9852	22
44279	30
11311	25
50320	22
40665	13
5219	13
44597	22
26808	20
51186	32
3657	16
53217	21
45547	34
40692	26
16104	18
57526	24
20956	19
8576	27
5191	22
2013	13
34457	18
582	18
22237	24
47238	24
6774	24
11797	24
33189	20
28142	29
48628	19
29568	22
43342	19
27755	19
3806	19
18174	19
19879	19
50671	19
6291	21
54176	20
15264	20
22387	25
6653	21
23519	22
46055	22
39924	22
43698	14
45853	20
33800	19
19514	19
21067	18
12218	18
49657	15
12255	16
44049	18
17827	39
15361	22
23739	21
41575	19
16620	21
57392	17
40656	21
41949	19
27688	2
32940	7
14035	22
53900	22
5114	22
1358	22
7656	26
42293	22
35585	22
47136	22
32390	21
35919	22
56055	28
606	9
27034	13
53385	31
32630	22
35651	49
19337	43
26294	20
2245	19
24515	19
7161	21
18004	19
3474	19
55452	22
29559	18
51597	18
26518	19
37512	27
57111	24
50733	21
56489	19
43852	19
29878	21
25907	15
1602	19
7878	11
25492	12
54652	21
52823	20
27114	25
10300	19
28008	19
29034	21
48802	19
11943	19
4519	22
43624	22
25577	22
55585	18
55593	22
33077	22
41850	22
26209	36
33102	22
17113	22
52488	22
8148	22
35795	19
15276	20
45783	22
40348	20
37179	21
52255	46
15399	10
31123	15
28236	19
7593	18
27902	9
38310	9
58300	7
20932	6
42975	7
3718	35
48177	16
21451	16
42279	15
14616	21
26598	17
43198	19
3869	22
32394	22
39247	22
16628	21
48069	19
18120	19
8482	19
6580	19
8159	19
11029	19
1892	16
24586	19
45659	9
56058	9
45383	19
18839	20
11908	20
15994	25
29622	25
8125	25
11277	22
19575	22
17693	17
34398	21
43194	21
25159	20
13463	21
27547	22
41928	22
36968	22
14148	22
1916	22
51540	22
12189	21
53435	19
28662	19
38614	19
15812	19
44014	19
9454	22
23306	64
49167	22
38756	19
20973	18
27389	19
52853	17
278	48
33593	19
716	19
48856	17
23479	17
15618	29
41552	20
41959	20
24110	19
26858	16
1394	56
48615	52
5031	20
55245	22
48001	17
37441	21
23202	17
34272	16
10201	14
42896	19
53228	19
21257	22
56025	22
25541	22
2621	22
15575	22
9461	24
7571	6
19439	6
43790	22
52816	19
11909	19
11258	19
7385	19
44920	27
43011	52
34679	16
1420	69
15666	21
3955	21
8033	15
29513	13
29232	22
38248	21
12082	17
34631	22
44008	18
2710	20
42823	22
10627	25
21318	22
48413	66
44873	19
23185	19
18570	19
24642	20
12718	19
33861	19
31473	18
11782	18
2255	22
39761	21
48422	22
27027	19
49173	24
8989	14
21499	20
2854	20
5091	25
50464	22
10489	55
20851	20
36172	22
36152	22
47270	22
18540	22
17676	26
45577	75
43752	22
35330	19
48902	20
42225	19
52577	19
11857	19
52193	19
57781	19
33638	20
2607	20
16020	24
168	22
38683	22
17581	22
18656	16
52455	16
8478	16
19490	16
30676	10
34867	24
16059	22
23808	22
19777	22
40440	22
24662	21
17731	24
19959	22
42263	21
21894	22
20290	35
22402	24
51755	21
28594	19
43821	30
14210	22
22403	22
37602	9
17107	21
53434	22
9764	20
4551	22
40253	22
20793	23
34449	16
16681	14
28617	9
31548	6
57146	19
38973	30
43925	22
40414	22
53452	24
2023	24
55654	24
57088	18
3001	19
26999	22
44342	21
402	19
34876	16
17460	15
51760	12
52567	17
7392	21
20423	22
43247	11
8946	48
56390	22
46151	18
10431	14
16581	19
6072	19
25965	17
12009	19
29897	24
12172	22
49548	19
13482	18
21649	13
2265	22
55356	20
31067	16
16548	19
52527	19
11383	33
44729	18
27800	20
56363	19
42500	19
35441	20
40141	13
50879	22
49197	22
8906	22
25985	22
25210	3
19966	22
22055	22
41660	26
22017	19
14848	14
39107	10
50807	15
30528	21
57279	16
42513	16
36836	22
2045	20
5539	21
44669	19
5706	19
58006	11
6517	22
31728	29
26148	20
1750	19
29534	18
4972	22
38088	24
12702	19
50580	20
31195	19
39007	19
50002	19
14186	19
52885	19
18985	13
30748	14
36873	10
9991	13
3047	13
13023	27
24851	14
41202	15
9380	13
17644	10
49572	10
41844	22
10641	22
30790	22
41457	22
13823	22
53566	22
12382	22
25814	22
38103	25
32111	22
20063	20
56433	19
38144	19
52341	12
17016	9
9410	15
57199	10
36163	11
15900	20
35070	11
30755	39
21748	11
53336	19
2379	35
43723	23
34806	21
53347	45
15720	19
43865	24
38383	28
19795	18
5411	12
49	18
22747	19
34006	21
40852	22
21557	19
11075	22
9383	19
30641	25
16466	22
24441	22
57060	10
51619	15
42888	9
33795	17
4288	22
21150	17
24523	15
23217	19
31232	25
3475	22
18474	22
13456	22
19859	20
39976	20
47842	22
42049	22
29418	22
36778	22
512	22
44592	22
38753	19
27583	36
24463	19
21683	15
48983	21
28521	23
50668	11
17966	19
8688	5
50632	10
28316	42
467	20
56833	28
33841	22
24092	421
44552	18
42553	18
51689	20
33239	46
25419	19
15421	15
11471	21
44364	21
30182	35
26441	19
23074	27
37122	20
35867	20
51272	29
52402	21
19381	15
44619	19
57788	28
16704	20
4152	25
7195	22
23814	32
352	22
7416	22
3598	22
41187	18
23184	31
20194	20
57565	126
21004	25
41898	24
52693	18
50034	16
25851	8
37934	10
15417	9
33623	20
4647	47
36296	17
45376	19
46046	22
55894	22
682	22
18493	15
25767	22
40628	17
45223	19
40084	19
30224	19
56179	13
58370	33
35917	36
36861	23
36803	30
14276	16
37182	18
48759	20
20950	20
36453	30
2569	19
3095	29
32773	22
51941	20
20948	22
5386	22
38355	23
47908	20
27820	12
13118	19
15842	8
27887	10
24755	8
25176	24
27840	25
44740	22
29601	22
50655	21
24447	20
13151	22
47253	22
30521	22
7250	18
30809	19
27120	25
47392	22
24075	22
46614	13
41903	22
8107	22
29460	24
54561	19
12415	19
13605	19
17833	22
1050	22
38298	19
41222	20
12833	22
30859	22
14807	25
24271	8
33024	19
50619	29
32934	10
33165	23
46241	22
13515	25
5791	26
24862	19
17748	15
57075	18
42676	13
10635	24
5390	17
4561	8
3700	13
35620	19
6403	9
22970	10
27969	15
19823	13
31163	15
15325	18
18141	24
50228	22
13103	22
41025	116
22683	43
12038	21
36062	18
40987	14
23314	21
43589	20
46032	19
19944	22
4313	19
45131	19
42866	28
26435	18
43641	28
17887	22
16485	25
34350	22
43507	17
4423	21
41158	11
11447	20
36638	19
57388	16
51100	18
18200	19
38886	9
40080	10
4399	22
47087	22
25565	9
11013	7
2793	22
34326	22
13258	18
21044	19
14756	21
459	22
20534	22
36818	19
41812	10
12028	20
50383	19
18729	18
5465	21
32935	21
36819	23
8383	12
52728	17
45505	18
43293	55
29315	42
54116	22
2947	22
33098	22
40276	20
33346	20
6359	18
23395	19
1176	22
20371	22
47692	22
37840	22
38574	15
51586	19
13031	21
18330	39
26833	22
35663	22
55671	22
18766	22
42659	22
37215	26
48509	22
7931	22
3763	31
5196	22
38854	12
5090	19
21146	22
29138	20
25322	24
46964	22
9823	11
50102	8
33068	8
48678	20
4927	21
34615	17
16474	10
7241	14
35876	4
2085	1
37600	8
27291	20
204	27
4841	13
26433	12
7108	16
46824	23
33234	23
15103	65
1294	70
4232	16
2952	18
43186	18
51830	18
22351	20
6071	47
1759	36
25595	15
48457	15
57444	19
27798	26
18279	20
54607	20
34577	20
7008	23
18108	27
8862	38
34392	19
47550	19
24566	16
31111	19
48267	24
1219	24
31165	23
56310	24
27070	22
9741	19
12210	14
9040	21
17065	21
2413	19
29529	9
48888	9
20357	14
20906	23
16912	22
39094	25
37502	24
27448	17
11047	22
9438	22
16084	21
20161	22
50442	22
3527	22
19124	22
2701	22
13087	22
13558	19
52590	20
17555	19
3573	18
14220	43
31903	36
9968	30
26554	30
55112	22
49611	21
11747	19
44430	25
17637	18
33370	22
49831	19
9028	62
1824	22
45578	22
13816	119
18268	33
24161	19
18838	8
14693	85
8355	8
33817	9
37445	9
54882	12
50086	12
3701	18
54102	21
32484	9
7208	10
37997	19
16929	17
19431	22
24775	23
37960	22
55189	63
32817	58
50152	19
21082	20
53038	21
48652	21
51669	21
36771	22
42306	20
33026	21
12829	22
48280	24
21987	22
38025	24
2506	11
5924	29
27066	36
48007	22
37082	25
9455	24
17617	20
48005	22
12133	19
19682	17
17931	16
21528	22
58095	27
9587	19
25368	19
4070	20
17416	21
12424	22
31695	22
26483	21
38739	47
18634	19
3149	19
47528	19
17670	17
21656	24
47837	20
10	20
7183	46
24196	22
36070	19
58295	18
56104	11
56265	73
49640	19
8881	56
10598	47
40926	12
14280	12
33539	14
26326	22
53865	22
10649	24
42564	19
27434	19
21742	21
21200	22
36048	6
23630	12
29605	19
23490	7
2296	19
49390	17
44903	19
3838	18
18042	19
8015	19
32826	19
8655	18
5129	19
7464	22
19808	27
22598	28
43859	19
57634	18
29271	22
19286	18
11828	19
52245	20
10672	43
14505	20
8117	19
58156	19
2077	19
6339	19
49612	31
17935	11
17450	6
14325	12
33842	20
31979	34
37297	20
19832	14
37102	19
10274	19
12511	20
18546	19
39163	8
29963	19
29121	19
38218	25
50614	19
37206	18
18037	19
12626	22
40531	22
24573	22
32950	18
1855	22
1545	24
38768	24
34120	25
46637	24
32464	22
48882	21
22364	20
28266	19
57748	19
23004	18
41507	20
26838	17
38161	17
26229	16
21646	16
39377	20
30724	19
38896	20
7890	19
36669	19
52633	10
18337	19
15184	22
36226	19
22274	19
51917	21
36034	29
39160	25
22061	16
14052	18
58222	16
27708	22
37928	22
13140	22
24547	34
40144	19
44276	19
54864	19
33303	22
19424	22
40102	22
5349	22
21437	22
56942	22
22888	18
16657	18
27843	12
54288	18
28512	38
34050	18
50967	22
19613	22
30589	22
57432	30
32331	20
13533	21
46323	19
20904	21
53050	21
29562	25
7328	17
51477	17
34544	18
18389	17
37833	26
4443	20
28694	20
10028	22
57348	22
8917	22
35364	22
23238	19
22965	22
57145	22
22319	22
29778	22
46972	22
55048	22
35658	22
27513	18
46729	17
35039	17
45061	19
47584	21
7432	25
37170	28
34072	19
16826	17
8000	16
55833	18
8397	19
13492	21
21895	36
50862	18
8026	19
17327	22
17174	18
31251	18
10778	21
29939	22
20860	22
29551	18
15116	19
34654	19
15334	17
45818	24
10508	127
22217	22
27885	22
15314	21
17108	19
36171	22
36309	18
53402	19
29440	17
1650	21
21825	17
37301	22
19533	20
28627	19
22535	19
13987	19
53933	19
32091	19
43308	19
18218	19
26736	17
13707	11
38122	22
46466	17
28592	19
35154	18
3533	18
34629	18
40779	20
27074	19
20775	47
26960	22
23954	23
38859	22
52996	22
54779	18
42183	18
2782	13
44024	12
26290	19
28638	19
39091	19
3042	19
40346	14
26622	28
34641	16
37095	16
6799	20
50601	24
56671	29
36971	20
22111	20
11462	20
49731	24
44644	32
40977	22
24343	22
32529	19
6746	20
49169	19
40287	20
54817	19
31289	21
19587	13
39394	19
7249	23
42534	30
7334	20
50841	25
1954	14
1489	15
21582	16
35009	17
48949	16
28740	17
47530	15
40586	17
31645	25
58362	21
39836	30
23374	7
41349	7
19569	21
21281	14
23751	24
23072	20
56527	22
8373	18
32461	22
57406	14
43405	13
40007	16
17251	19
18705	19
35940	28
32802	21
8617	19
43593	22
45373	22
22902	20
37446	51
48722	19
8040	19
44307	17
42046	18
39941	19
24772	19
6384	20
33899	16
46235	12
10129	16
491	23
29225	14
8703	11
3757	22
53516	22
22058	21
33040	24
2381	29
23818	15
46960	73
46842	30
39523	17
16193	19
10583	19
57830	19
45950	19
7459	19
8322	75
54968	38
50417	117
39763	20
6156	22
43470	6
25826	7
8471	8
34143	7
54890	10
49702	9
57400	16
53096	24
35171	22
36398	17
10552	18
46467	18
27788	22
1633	22
37789	18
4813	18
3009	19
26810	19
29300	19
55175	19
30722	19
16792	16
27548	19
28357	19
32056	16
25003	19
43167	19
13393	19
33933	19
40609	24
4166	22
24229	22
7319	22
38770	21
54534	21
15128	20
32659	22
35090	28
10640	22
3784	20
13503	20
52399	19
23333	19
28196	22
47637	22
38549	16
32220	16
56322	18
33374	14
26601	13
51270	26
21348	26
24174	21
7899	21
48938	22
1055	22
4693	22
8143	19
5267	31
37266	19
27486	22
33536	22
8893	19
42214	19
56681	16
28458	4
55058	4
49780	6
9035	11
786	39
45415	21
48772	19
27126	19
50327	16
17283	18
16345	19
55858	24
55178	24
52800	24
30445	24
57872	22
35318	34
21875	20
30667	15
49795	15
53999	17
26925	18
3566	19
55855	19
41599	23
33138	23
48986	57
33523	21
11046	22
48497	18
5084	20
57708	22
16090	22
36438	22
22578	26
23648	25
35020	22
56119	52
7165	24
47575	28
43203	9
37476	7
35223	29
24477	22
4731	20
46008	16
42233	18
52211	22
29344	17
31831	19
53019	24
14061	22
54723	22
12031	22
42852	22
23470	28
57784	14
40504	24
41737	23
36262	86
52642	43
10845	22
695	22
16491	27
48766	13
7733	17
25976	19
11570	19
966	18
42680	20
40169	24
55853	18
52516	51
18723	61
45758	19
20286	16
6476	29
20511	18
47616	30
22451	57
21834	22
36947	16
20820	19
14355	19
36232	19
42270	19
19110	12
39641	24
36732	25
28556	25
1254	22
34348	21
30542	23
34914	86
44411	86
39607	8
53778	7
11419	19
40910	19
32100	20
26631	20
25769	22
16946	20
35442	20
9243	19
9839	18
25437	19
5855	19
24302	19
38439	19
45840	19
16450	22
12463	24
42962	24
3004	22
24790	22
30535	22
55865	22
1708	64
30762	88
41	22
12351	22
51302	22
30608	24
51796	24
36389	21
44442	22
4721	22
17708	17
4947	19
39137	24
39789	22
7106	22
24903	20
44254	19
42808	18
45031	17
24011	22
30661	11
40245	21
53580	17
11515	21
19834	22
5180	22
46029	33
49236	21
44972	22
41757	23
3762	22
58087	22
8374	11
42042	21
37205	22
34770	19
52290	19
32332	19
11639	22
29373	22
34957	25
56704	19
21246	22
1654	21
52837	22
11763	22
49116	22
32600	22
40219	21
39120	16
6006	33
20968	18
31137	11
55961	18
10991	18
2532	22
22968	22
46864	22
45586	12
23248	10
20416	17
24273	12
41589	13
11653	9
54280	22
3811	125
53884	19
41253	18
32132	18
25212	19
48385	18
50989	19
6261	22
13527	19
18969	22
36151	22
57458	22
52058	22
29016	22
34237	22
13747	26
35323	16
55554	13
43243	17
956	18
40064	20
35467	20
42870	22
32150	21
41442	16
50769	22
2629	22
46944	9
40690	39
19143	8
53251	8
48670	19
31135	22
2977	19
55332	19
42706	24
7781	24
2	20
56183	17
56355	13
8122	17
11078	17
16874	10
30019	20
55681	20
3132	20
29538	22
630	19
46717	14
35209	22
46930	34
38048	44
37319	11
41487	18
811	22
14398	36
10143	22
55629	22
17015	22
31714	19
34372	22
33226	22
23753	8
7168	20
17127	115
10235	24
15988	19
10765	18
5648	23
37528	20
48993	25
1041	22
34922	22
10373	19
23118	19
4827	19
28190	31
52614	19
56983	20
55219	20
17061	19
11349	18
45871	18
32308	19
14051	19
14771	19
42652	19
12471	19
9795	19
23520	19
21796	8
25374	10
7598	10
21973	22
50881	22
11151	21
57237	22
41981	10
43646	17
2014	9
30568	31
35383	15
33194	21
52273	19
29371	22
29338	17
37036	31
53342	19
5239	19
53033	18
30242	19
24346	30
38951	22
58078	19
27657	28
14653	10
38551	26
46093	32
24748	11
9695	22
40395	22
23764	22
6213	19
36150	18
42474	34
7002	21
28301	21
23588	18
23617	21
9130	22
11116	12
2788	25
32420	24
46746	14
22507	16
37860	19
57256	20
12347	32
54777	32
47293	23
40309	21
43377	29
45330	30
26539	29
33993	24
20288	21
41045	21
29644	15
7146	15
48967	17
19249	44
12794	19
38416	17
20768	15
8674	17
19537	20
48021	19
42639	18
6076	19
12806	19
41674	18
51987	21
8077	22
26786	22
36273	16
24321	23
16817	22
5822	22
31657	34
36970	21
46876	22
36604	24
32206	20
40326	22
37706	24
26336	22
27996	19
47343	19
17024	18
29046	20
3044	21
28474	21
53861	21
24923	20
33427	20
19888	18
53074	22
24893	19
32400	20
38396	20
33624	33
17987	17
22093	9
42055	8
28953	5
38099	19
54994	20
39278	21
19905	17
25532	16
46826	11
9584	15
19842	12
5078	18
50745	19
32372	19
12461	22
31283	24
57471	23
1177	22
16108	12
6399	8
11693	9
33362	5
29196	19
2905	22
977	19
31436	24
11201	22
49842	22
16157	22
24719	22
1286	19
47862	19
46929	35
8372	22
44275	20
27771	21
47741	22
51564	16
1193	21
20372	20
27399	32
56576	16
30272	27
37753	22
34911	22
7620	22
1108	24
51618	22
15680	8
42407	18
30322	22
43885	19
19988	19
28651	18
46215	19
13022	19
12552	36
30845	22
41535	6
1882	12
46052	18
1371	23
19702	18
26681	20
25092	18
50142	16
34455	17
53193	20
22309	20
11669	21
4529	20
51626	27
30609	22
36310	19
28335	19
18237	19
15341	12
7796	14
2804	21
6407	21
18823	21
41936	22
49099	22
35180	22
54893	22
22384	18
14382	19
19104	19
43457	16
6766	14
48245	17
44427	16
50349	14
36307	19
34827	21
9581	22
25633	24
27315	19
47400	19
7055	18
8947	28
45797	30
25059	8
44311	19
27591	18
28117	13
57223	36
57384	22
7514	19
23948	10
10049	19
21147	19
7883	22
49127	20
38184	4
9579	9
799	20
35359	18
10430	18
55571	20
16318	9
23258	13
32900	8
53303	21
49628	22
4415	22
39127	21
12977	18
20242	22
16516	26
32683	38
22742	21
19701	13
6460	19
53311	44
13102	21
13181	23
4346	11
34906	10
5852	7
15317	9
41343	10
25855	71
58297	7
29206	22
9979	22
38818	22
17136	22
37026	22
13839	22
21457	22
19389	22
11248	21
23208	21
23065	24
7943	24
1888	19
12274	18
29691	19
25675	19
51408	19
20335	23
53626	19
17027	18
25281	10
47980	18
17650	22
28457	22
32526	15
33695	13
27337	17
54274	25
55462	3
2587	3
31392	19
12613	19
25778	21
37325	21
47215	20
6944	19
57221	27
1642	22
45177	12
19458	19
19060	21
12	66
42877	13
14821	13
20440	22
15360	22
7164	17
53814	36
16522	22
27462	22
52339	25
42542	21
2888	21
15318	21
53141	15
18067	15
49840	15
38555	15
4810	26
7608	22
7737	22
17169	24
27308	22
21449	22
39927	26
27734	22
49753	22
27488	15
7415	18
50275	22
50247	21
57266	19
29784	22
34341	22
29844	22
3545	22
41849	22
1686	20
35086	16
31837	22
14763	25
33084	39
2733	19
55344	19
56636	19
48946	19
52991	19
12722	19
46694	18
18084	18
40715	16
15073	15
13330	22
39632	17
7075	22
50918	20
34751	25
4427	18
26022	19
12762	22
22953	137
20152	33
54148	12
712	26
8670	19
49762	11
30866	5
47301	13
25423	13
54433	19
4959	19
30170	19
22272	19
1511	21
53824	25
31592	20
52630	24
55381	24
14028	25
53314	22
45458	25
202	31
55193	22
36713	19
3036	19
15849	25
13521	25
2394	18
37149	12
25264	17
45750	19
18313	20
5745	21
44257	12
20361	16
40940	23
4786	22
27030	22
44795	22
31974	22
57746	18
55877	27
10050	22
10535	26
49443	22
9937	21
38017	8
31437	11
13396	17
36187	16
50193	10
1977	17
11799	10
35214	16
21759	19
26494	19
38974	6
31	18
3803	19
13629	19
49790	19
21238	19
5943	18
14149	22
15509	24
53763	20
45923	13
39362	17
27682	22
9780	24
57783	22
4930	21
26932	20
20815	19
8267	22
3400	21
35133	35
2064	25
58307	19
19498	19
40952	19
33097	22
30742	19
24694	19
38389	19
35331	18
1900	13
58335	13
19871	22
50022	19
57483	19
58207	26
19986	33
13609	21
9230	22
35232	22
36370	22
26140	22
22009	24
4207	22
17633	21
51822	22
45193	22
56395	27
30213	18
48658	18
47098	24
43990	17
46727	19
27094	35
27732	33
33519	12
41244	13
33062	14
47526	17
7481	20
3535	20
37514	22
15621	22
30853	18
7357	19
42807	12
31483	17
24808	12
26345	16
30987	12
50854	7
29406	11
32899	4
24095	34
21501	21
2662	23
12434	19
24597	13
35540	7
43400	20
22294	17
22850	18
31722	19
30515	19
39005	19
43813	19
54511	20
11024	32
20374	19
55132	17
18647	22
12312	27
17207	2
30530	20
6744	21
47014	17
54834	21
41042	9
7794	10
52112	7
44117	19
40465	19
9253	20
34642	12
30901	29
37235	20
46961	19
3724	22
36161	22
26767	24
51155	19
314	21
25805	20
20075	26
5485	22
37805	22
56286	22
17940	22
33054	22
39326	22
17560	20
22421	18
47124	14
46478	12
49391	97
48063	9
