node	pagerank
25420	1.5190737182358644e-05
306	2.2382742917363675e-05
51734	1.5623284401493732e-05
51680	3.485813440095026e-05
44845	4.259359261743515e-05
36603	1.121188992869015e-05
37397	1.1154413166346446e-05
50683	7.467305899694094e-06
7458	1.9672171009666084e-05
39131	1.5069694307910321e-05
51222	2.514889305977329e-05
46369	1.989739810661668e-05
19106	6.256105769226984e-05
9223	2.477862752407489e-05
48605	2.8971550779040724e-05
15794	3.499623937506465e-05
17955	4.323360774986527e-05
54174	1.4602131435958407e-05
12826	9.286096562107992e-06
13054	1.6626527900337115e-05
9441	1.969283192030904e-05
14192	3.874558291493268e-05
34207	8.162881417549497e-06
57987	9.398798794105172e-06
35588	8.223847521985009e-06
10903	9.185722967645678e-06
48020	1.0314716117444232e-05
48216	0.0009328202101393675
6640	3.095648444356794e-05
30143	1.707208319029325e-05
16478	2.0226869095394107e-05
46334	2.1445763857239822e-05
36682	3.3443056581260806e-05
28057	2.130690747401004e-05
46812	1.3960442152064136e-05
32229	2.4510125646632073e-05
25351	1.1229678054524266e-05
10562	1.334337423871702e-05
5260	6.646607808371047e-06
36632	3.03826385881442e-05
40595	2.836593133788462e-05
26208	2.0963945090674105e-05
12409	2.275794672634677e-05
1886	2.59247398570205e-05
44039	4.183649429940603e-06
42661	4.656205867213957e-05
26812	1.5850745886363865e-05
11461	1.3389710944615114e-05
11342	1.585896317835435e-05
16407	5.656693914160968e-05
48524	3.589996024096399e-05
23025	3.438559786480271e-05
26396	4.954208406269149e-06
40327	1.977714966462167e-05
9671	1.2877760472456988e-05
51585	1.036902583803448e-05
46984	9.57654464577146e-06
25852	2.6652886458636417e-05
17166	8.87354464736143e-06
14018	3.870825686718224e-05
29253	3.286509884826484e-05
2743	3.443818142926513e-06
26374	8.875492406762687e-05
50568	5.364150213647453e-05
24282	1.4873644192433646e-05
37567	2.02720673515991e-05
21854	2.1245112595285625e-05
435	2.4318771487617026e-05
55343	1.1883805281391713e-05
52503	1.9119193878561183e-05
47249	1.8876721992496706e-05
42455	2.3214163431564978e-05
33526	4.0039525233357946e-05
10305	1.5195126740462454e-05
11266	2.2716041337739093e-05
12284	3.515929932231835e-05
10295	3.0218289180309982e-05
9092	1.113855579415841e-05
24545	2.1574518310867892e-05
45966	4.564829168010717e-05
34037	4.8030324410891894e-05
37852	3.8832720905882824e-05
47099	2.655813994886385e-05
25678	3.5478558071789994e-05
48542	2.1822935456343764e-05
2781	1.1276886738076459e-05
24148	1.752631825030499e-05
37725	3.6806917972299194e-05
4713	3.2989025791817386e-06
35062	1.6519445825838343e-05
22307	2.222753004643338e-05
9136	2.611527701410249e-05
26492	1.689758694873956e-05
54987	1.3523227539969702e-05
28171	1.491831979664051e-05
8278	3.603420345780692e-05
30076	1.845203634387482e-05
47598	2.150940506143764e-05
35487	2.61364981719113e-05
42579	2.2287315686281544e-05
29700	2.266355209422071e-05
57841	2.7888752706233556e-05
46672	4.8004312616376657e-05
613	4.41407194450066e-05
52965	4.320959597459235e-05
10397	4.2711242724741e-05
2346	2.2649128391340422e-05
15779	1.5264008463136484e-05
7893	1.1402273467630172e-05
44072	2.7949810338757355e-05
4227	3.270488378093718e-05
18857	1.7651571496555033e-05
2911	1.613827185333558e-05
34821	3.050856556010045e-05
45124	3.673123660056569e-05
22703	3.534830209105317e-05
41840	2.869554403477393e-05
25553	2.4097511335649847e-05
33505	1.7511028183614983e-05
1014	3.1890551078061135e-05
35373	6.976318805719419e-06
5080	4.4232407523084186e-05
49517	2.4376851725374855e-05
50959	3.6663140926369056e-05
37739	1.3662995662007146e-05
38030	1.3305255756426968e-05
24816	1.0484582492200316e-05
6497	2.6483528535759843e-05
15045	4.8470133778812154e-05
45899	2.807623055340285e-05
26796	1.8840648920156683e-05
39181	2.579966715246254e-05
36201	0.00012508397721856102
34422	4.672323311460967e-05
42510	0.00035701597159036266
40694	1.6925081471632058e-05
3614	1.2754017449029031e-05
52983	1.4952279364080868e-05
44302	2.867171761832943e-05
28238	2.5071434691988423e-05
50038	3.22772800788366e-05
49481	1.9720207002200233e-05
36092	1.0671926957148819e-05
11016	2.2371422438080223e-05
19327	3.374001153279456e-05
8415	1.5628075153853992e-05
17920	1.9454155854764333e-05
19062	1.6423605453750244e-05
20432	1.5913312417475623e-05
30704	1.2109763395168753e-05
1638	1.0358157141859298e-05
28606	5.548206340560872e-05
8542	1.5902566577965633e-05
42272	1.8880957428279343e-05
42152	6.563627751157591e-05
4397	2.7510018627474996e-05
14266	2.8648771243020427e-05
386	3.0322434736577668e-05
36894	5.341534946280683e-06
13981	2.4301976881487666e-05
51780	2.306986348094273e-05
16267	2.8551901556593454e-05
12744	2.2418496162076212e-05
36182	1.552304245835101e-05
25502	3.789819912224687e-05
26950	3.919772561957725e-06
25706	1.3570730506428601e-05
57534	1.2003343177697907e-05
49662	1.3315431881081076e-05
20965	1.628838618436272e-05
12784	1.6717193508024846e-05
6796	6.514071020044972e-05
58405	1.7628834094162833e-05
3373	3.184500612984226e-05
47154	1.4845097565532448e-05
14074	1.0561024711283825e-05
37203	5.1505538135817095e-06
50103	1.2180981829810808e-05
44053	1.698015519612806e-05
44397	2.446949566281624e-05
33191	1.8461185440722902e-05
56168	2.9464335458918566e-05
19511	8.48087854047632e-06
18726	1.1389139289680568e-05
10140	1.6664110828688622e-05
863	1.1176355989848939e-05
38550	2.7047915536302536e-05
37389	1.7960840615684538e-05
17930	6.19822758571006e-05
6301	2.2497161862885605e-05
21800	1.6344833895374676e-05
296	3.779829960137162e-05
53988	2.2075272431121002e-05
23152	2.4433378450710814e-05
21339	5.2231723194157834e-05
7140	0.0001061961778179104
51106	0.00010050214804966309
57138	1.9544967421641973e-05
20480	2.0007611704979445e-05
28032	3.0944803266883606e-05
36615	4.10602292994737e-05
6865	2.8443306718458383e-05
3589	2.2925277552311102e-05
9993	1.7585738775877857e-05
25530	1.4110327595474736e-05
15134	3.8420126212150514e-05
5856	2.2405628063542854e-05
39616	1.0066444616523647e-05
53769	1.6805832108811796e-05
21488	1.651288796604085e-05
30585	3.077251715933999e-05
31350	3.601203310023419e-05
17458	2.7145374341156456e-05
16994	3.399017748658919e-05
10711	1.6221954930404776e-05
9192	2.347960174427989e-05
41229	3.18740020536135e-05
19058	3.0287127743931122e-05
20613	2.5676194588817857e-05
21331	2.3521512154007366e-05
13426	2.652412377899363e-05
3394	1.759446684386978e-05
48317	1.6104588281837683e-05
20967	2.3618447310332427e-05
6995	1.7565530206932394e-05
4718	1.8623731800615156e-05
21235	3.4383159936932214e-05
45413	2.965746634320384e-05
21812	1.679263193588185e-05
845	2.7028742408249988e-05
37050	2.3254531610763397e-05
18950	1.0806045269392853e-05
14829	2.6103458609892128e-05
7778	1.5010627913235291e-05
35013	1.8000870346899227e-05
54385	7.801046348679142e-05
3813	2.74545541631605e-05
42796	1.9291267430529702e-05
26662	2.7753644693778617e-05
36492	1.10799892950315e-05
35865	1.4086429115696444e-05
55510	1.938436172090494e-05
44542	3.4199045080200046e-05
6778	1.4771059424776072e-05
2513	3.705035851281127e-05
27768	2.546513998366162e-05
20082	1.7245552496256815e-05
17264	1.9537884971198827e-05
16730	2.5358471716786655e-05
9912	2.4001688473377256e-05
7649	2.3491094897981816e-05
42632	3.1818258081915105e-05
15047	2.980593304176798e-05
42581	1.4805088757780812e-05
41453	1.9174496756876637e-05
5724	4.097570604989851e-05
12251	3.378484669920532e-05
57924	1.4788005764972973e-05
27529	1.3223625370459939e-05
46957	1.0545413279246149e-05
24367	3.274137653627795e-05
25277	1.716354173085471e-05
24294	1.841027425078574e-05
50596	1.5969893760185147e-05
35505	1.3700875438716474e-05
4739	1.1776672254652446e-05
45069	1.3021073206463611e-05
46257	2.166027148819542e-05
78	0.00026676959312523977
51494	9.101007928059795e-05
6792	1.2662750211467994e-05
4284	2.731059246229228e-05
23068	2.725447680247771e-05
12185	1.828177150827175e-05
21623	1.613273384678958e-05
38293	2.2677498346913584e-05
28599	3.2806671311723045e-05
57163	0.00012496225589777126
53307	1.451307192895398e-05
7034	4.0645955307742256e-05
33651	2.839132698892696e-05
48291	7.526224234907652e-05
36384	3.732613316614177e-05
41327	1.506453087280509e-05
22575	2.1046751763003947e-05
25071	1.636002715995652e-05
23691	1.9441192209781293e-05
48874	2.51510472537424e-05
21278	2.646663866636625e-05
22554	3.458231729385307e-05
41121	1.441297301725064e-05
57450	3.5839452769056995e-05
48974	1.6168882160523556e-05
46366	2.8122147295924646e-05
9883	8.206683394767522e-06
33318	1.0925966478407799e-05
40652	4.247299872810309e-05
38711	9.804082369041683e-05
25735	9.476685719393323e-05
303	2.765300590049904e-05
7246	3.643271117633777e-05
17101	1.3446466176146679e-05
47507	1.403321910283556e-05
14366	1.3331683327667658e-05
41410	1.2955088243902174e-05
3852	1.3762051514742557e-05
30781	1.763348643663962e-05
44652	3.1632962762758796e-05
20650	1.1782574384184047e-05
40582	3.2443262413650516e-05
11520	2.9435107908460855e-05
1688	3.4555831129110396e-05
45115	3.37046427314196e-05
576	3.415360642604658e-05
16707	3.3787141005675906e-05
48258	3.9619664706355375e-05
50001	1.7662302144351437e-05
608	1.4856645220042521e-05
29913	1.7570521440835236e-05
16011	4.563004826786373e-06
3186	1.7340809409844155e-05
49474	1.5483228609918113e-05
42012	5.3703515977364985e-05
9023	0.0001367462558360879
41783	2.4777516036870373e-05
5630	2.3131370996989026e-05
18780	1.6228599322599315e-05
47897	1.666500878440941e-05
49150	2.4418324634495066e-05
15115	1.926225573729253e-05
47986	2.1862237051929425e-05
22558	1.633429425335667e-05
30042	1.577176581783062e-05
28794	4.8206935759602975e-05
13924	5.094298450987879e-05
2177	1.0338010984770692e-05
42623	1.790762293360507e-05
41392	9.355014655183025e-05
53237	2.2622198228964555e-05
33478	0.00011199134940279724
2623	4.981202294218761e-05
25535	2.9457815922141736e-05
9049	2.5499391477242717e-05
49164	2.8508996228322803e-05
23033	1.4856555107884675e-05
41412	1.3724603103360685e-05
16337	2.1010672613498475e-05
44783	3.620213722797664e-05
11194	1.0743362417427554e-05
51439	8.842516792743501e-06
53619	2.1326169879565478e-05
6345	3.0406752105834097e-05
44113	0.00010307291152054483
48003	9.130070789519656e-05
53559	1.2507541164432098e-05
24226	3.41316432310069e-05
15795	1.1948428567466693e-05
49923	2.5824099297133672e-05
41190	1.8471141666987494e-05
28825	1.9160950254573453e-05
19672	2.0768592959832763e-05
52011	1.553180485785072e-05
45024	2.730446711584885e-05
32641	3.5974557909099254e-05
47020	4.2647128101043526e-05
58177	2.00374709016606e-05
14183	3.5134341204485394e-05
32337	3.306235810839815e-05
38993	1.5871880026190792e-05
26399	1.7009220596338044e-05
21407	2.217033995118258e-05
45846	3.0151212968242813e-05
36129	3.184329888461497e-05
17383	2.3268118349325475e-05
20622	0.00010376937145810691
4593	1.3385441532600546e-05
7376	1.1141333407799928e-05
41424	1.1679967512265504e-05
25568	2.518156788647296e-05
54286	1.4154018973389991e-05
49801	2.31060944667561e-05
11143	1.1849596334220705e-05
22824	3.20620129656817e-05
6611	3.0253639066166217e-05
35652	2.2834951298546767e-05
33464	4.6146749739611e-05
27521	2.2317460093461864e-05
15100	2.199848415663864e-05
28092	6.1140322243203015e-06
44766	2.3110083744671117e-05
10064	2.602879021108375e-05
9179	1.0401447550045844e-05
17532	2.2066452621671383e-05
22532	4.6985156045511716e-05
1111	4.287602338661747e-05
29811	1.187431108414369e-05
32310	2.3992309225581796e-05
25662	1.165205251116608e-05
54167	1.6558135639300484e-05
28819	1.9787111705809457e-05
25776	2.2453806687546518e-05
46680	2.6842876543147393e-05
9660	1.0563054259036554e-05
47504	2.3318705939391134e-05
43973	1.559401296926766e-05
55012	4.493405323497509e-06
36847	9.448529989103804e-05
995	4.3162694971679615e-05
56198	2.461781438462567e-05
6809	2.0490765575304437e-05
14946	2.2304827393872364e-05
25054	1.910593182804085e-05
12345	2.056861775372436e-05
40171	2.3173615682965503e-05
28857	2.814395739412574e-05
43778	4.483796572746896e-05
17991	3.794476870986151e-05
53031	3.2372753663227015e-05
56394	1.5999492903403213e-05
10871	2.4222842483936824e-05
29923	1.3225973357186316e-05
21706	3.924556707272815e-05
1305	5.258812969252239e-05
29821	1.986181823830012e-05
28115	3.169323406053272e-05
46393	5.2516508744189717e-05
39466	6.639458546436326e-05
28195	2.4028976927352387e-05
49670	6.115279713547616e-05
37984	2.643178057984451e-05
13921	2.060752537270995e-05
30889	1.4403985076768926e-05
52083	1.1927887688366374e-05
23868	1.9309888252401422e-05
46561	5.633424445699953e-05
18296	8.813709145934491e-06
3516	1.0029777131830186e-05
57016	1.366306744173777e-05
41679	3.299373186581161e-05
18604	2.5516916001050565e-05
4716	2.073037437320851e-05
12680	1.5469801877515574e-05
16890	2.4265856412436162e-05
42234	2.2687031295974904e-05
19499	2.681868753112395e-05
33843	2.353572338364946e-05
49707	8.105410292121853e-05
73	2.798230689482098e-05
3261	1.8988613486977597e-05
9360	2.8228786651992096e-05
31499	2.865616629174452e-05
35058	2.714614773016593e-05
29676	3.153954390614755e-05
1218	1.1809620607981767e-05
24176	1.4679863504192676e-05
41877	1.8373096128762385e-05
3123	1.995254969568874e-05
38939	4.052564512331711e-05
41701	2.1103565566557316e-05
16963	2.127261281726265e-05
36583	1.153504149298042e-05
24105	2.0587840348678073e-05
7077	2.1205638361035057e-05
17474	1.2652757546882913e-05
4949	1.2373803763746877e-05
43613	2.492827022014391e-05
15423	2.6407953797105874e-05
31890	2.8226923632708277e-05
15049	3.3166962080839895e-05
20526	1.0892529861973921e-05
38750	1.2292846496787554e-05
6737	1.7647702093785205e-05
2560	9.332148191888255e-06
2179	2.9420061458211312e-05
11501	4.350327008059991e-05
29284	2.183318372867551e-05
2041	1.7542695510370924e-05
51578	3.885133988744253e-05
44231	3.713191911955429e-05
10150	2.033701249396771e-05
45425	1.0367372850291813e-05
50048	9.024093251787592e-06
57724	1.0956707410700354e-05
28608	1.3629387201046585e-05
5432	1.5510174125877185e-05
47545	1.1538052544117883e-05
28554	4.9470187276686115e-05
56324	1.3159495800585787e-05
2516	8.587019508165832e-06
41659	4.7165924414622215e-05
49712	8.256873766609361e-06
35562	1.4137456348425093e-05
9593	0.0001319391072519835
40070	5.112526885240153e-05
16795	1.528011868902839e-05
46457	1.3637109360981822e-05
51784	2.9234683590045623e-06
17904	3.171191635143241e-05
27684	5.008589290125423e-05
22065	5.08070255777026e-05
50156	4.822479078685599e-05
24664	3.824386261682433e-05
43738	1.5748515187521678e-05
36664	1.4429797214282812e-05
38689	3.107909298102794e-05
20802	4.042293601421511e-05
23188	2.620730504057275e-05
38460	1.589798853272758e-05
4914	8.80497063708946e-06
8851	2.4307897302079267e-05
48518	1.490554937689628e-05
45898	9.95184756520483e-05
48559	2.067218470818934e-05
55809	1.369627093551716e-05
37013	1.3441392857234952e-05
20213	2.629194624078822e-05
5906	7.418516536158428e-05
460	4.2441133147114586e-05
17175	3.6238295090182176e-05
21568	1.4643194360571208e-05
17427	4.42822665866614e-06
51538	1.8602405575036326e-05
50089	1.6367732467565822e-05
29575	1.4729527880524194e-05
31288	8.681637583708337e-06
51307	7.561832827015998e-05
17464	1.642259369794792e-05
26611	1.5708902727744423e-05
38747	4.641519627835248e-05
15091	2.5335249886702002e-05
22256	3.9864366001002166e-05
23698	2.402893063088584e-05
4139	1.816489031813153e-05
22045	3.389413229949228e-05
41302	1.4131306797143326e-05
12454	2.8333149419783066e-05
26388	2.9131672270603833e-05
2862	8.813257737513322e-06
39962	8.837214718224832e-06
52533	5.0691038795041215e-05
21055	3.4206058957488133e-05
10179	1.716603452235846e-05
37353	1.7472310003938692e-05
41413	1.3957367299638941e-05
51179	1.4120227572324988e-05
18864	2.212110523045536e-05
13702	2.1637555895303337e-05
42616	1.34570598816239e-05
13121	1.4084148311249659e-05
23517	4.560895953721673e-05
24765	3.738600068843474e-05
46958	2.321962181569747e-05
56656	8.971559619503315e-06
9490	1.1768784149574012e-05
40242	1.6823070909030968e-05
28381	3.3311327789144196e-05
34514	1.860364833374899e-05
24505	2.694958302098739e-05
50115	2.3123159239519024e-05
56056	1.4760543319287627e-05
11990	2.0904127641698516e-05
4396	1.1987845566421286e-05
29687	3.6664366187700756e-06
13275	2.0256531773166375e-05
57186	3.268492681202215e-05
49588	1.703820003817806e-05
39578	3.243474908272159e-05
6462	1.8451218239356294e-05
45354	7.011576648809621e-06
27039	1.1202637560415302e-05
24046	2.837210887799002e-05
9113	1.4707988196474565e-05
39067	1.226474283379273e-05
26764	2.898562356107099e-05
16824	1.202536075660552e-05
21753	1.9244969367349646e-05
39056	1.114255033221902e-05
10035	2.5011000605516463e-05
33400	1.8776679118743826e-05
46049	1.4869196966838697e-05
16511	1.4484156114277302e-05
26091	2.2783410871849156e-05
2917	2.687847276073315e-05
19376	2.2743350309025584e-05
29027	2.9368453067352824e-05
24760	1.6669062435516927e-05
27436	1.1355156654218677e-05
18724	2.266335747786316e-05
35173	2.088769563991255e-05
8090	2.540183872740487e-05
48721	1.636419190865621e-05
25872	1.4680899063253757e-05
10241	2.3673994268246086e-05
32099	1.1023036277484142e-05
14996	7.03397687656936e-06
46027	1.1280940712947796e-05
39555	1.5025732429448579e-05
4454	1.592537187792057e-05
22803	3.134568297105583e-05
3424	3.1355949250377576e-05
30905	1.7597673500225555e-05
16677	2.235095660798692e-05
54431	2.9601708061985512e-05
12716	9.22253684476457e-06
11730	2.7485346864295887e-05
2105	3.1990876688225864e-05
25609	2.8512760642267336e-05
6775	1.2510784738194116e-05
53108	2.550266946243513e-05
56890	1.4323828641495473e-05
57775	1.3317692584045759e-05
38937	5.512257770652799e-06
55602	2.8042261689377525e-05
30882	1.8455840119233287e-05
45576	1.3876711828278968e-05
48442	1.5172868702476911e-05
55608	2.821262647815547e-05
49056	1.9719401012176115e-05
8508	0.0001029951493663774
27009	0.0001301970724508268
378	5.597054270367537e-05
57292	1.7300764360068526e-05
32243	1.096934673435909e-05
51926	1.8359559107340458e-05
36526	8.77884673119323e-05
7813	2.8604053430296363e-05
6545	4.280237255326164e-05
33605	3.148372907686745e-05
7875	3.107125267324843e-05
3857	5.3639004556597686e-05
43052	3.6596441905290626e-05
25282	1.2153354323435942e-05
22772	2.300589371096584e-05
55910	3.066621187317217e-05
16160	1.6230421378627397e-05
47313	1.3077534948080425e-05
34765	1.5024622532729568e-05
20942	2.7693291125406182e-05
23431	1.4840575214439042e-05
36983	1.4338898373239395e-05
4214	3.994471733941463e-05
53015	3.484166719300435e-05
19847	2.2650071727296555e-05
8566	2.362495685387273e-05
146	3.021405201433413e-05
56172	2.608113639857198e-05
51150	1.615205985826933e-05
8153	3.0974156741989985e-05
1312	3.633712812971665e-05
20577	4.334689542911295e-05
38905	1.872292607987937e-05
10213	1.7479048882945902e-05
20721	1.1907424659997845e-05
52028	1.8268816164844308e-05
56934	5.211606579848785e-06
35530	3.5544215100871424e-05
55679	9.754125878670726e-06
38959	1.802884775825242e-05
51787	1.9559320360490242e-05
17379	1.3829073537420503e-05
18128	1.2279667174923644e-05
39004	2.1533541127340638e-05
25065	4.724360371523889e-05
41963	2.9156123547531557e-05
45825	1.4335997115231583e-05
14434	1.7633549125940027e-05
13409	1.309624408073366e-05
27054	1.4164736564688973e-05
40280	9.02301627986633e-06
5888	1.804643592829002e-05
46223	1.939771598595517e-05
46844	2.2329138294091354e-05
41483	2.7906560979387963e-05
4488	2.7606263180498526e-05
16471	9.092891506077965e-06
26395	3.299312612686625e-05
23142	2.62804864296151e-05
4357	1.6119461912139068e-05
9605	2.4134690545749766e-05
11071	3.0052312752344926e-05
25824	4.205476994096855e-05
50133	4.050272994376155e-05
3918	2.4892935527911332e-05
22958	1.95479099387381e-05
38069	1.966701227985558e-05
13362	1.399484423386007e-05
20856	1.5086156836394753e-05
50473	9.754436438694568e-06
10106	1.0710999428561333e-05
30334	5.592943247422576e-06
27975	7.252163747087061e-06
33675	2.5634495232754408e-05
27993	1.1024635911498916e-05
15811	6.659449930198643e-06
25443	1.49893250229118e-05
42054	2.1947586686395288e-05
13909	5.695067159557135e-05
47225	4.3930387566418785e-05
7761	0.00012471159819303678
49493	4.45708466526103e-05
6042	3.73509687322218e-05
45228	2.0699114624354258e-05
12108	2.124348110365318e-05
35690	4.7661780118235435e-05
91	2.625550028685993e-05
557	2.110994392908313e-05
9852	2.5719369861500915e-05
44279	2.46384421158325e-05
11311	2.2839248170824486e-05
50320	1.929634794175978e-05
40665	9.871859209084608e-06
5219	9.084123390665324e-06
44597	1.7548315163207535e-05
26808	1.699227578532571e-05
51186	1.862212586515648e-05
3657	8.946713805650837e-06
53217	1.1058683913627645e-05
45547	0.00013671111953589382
40692	9.302155150624425e-05
16104	1.3350234118838058e-05
57526	5.3957155198125725e-05
20956	1.0015497104952567e-05
8576	5.314015756648561e-05
5191	4.0891705609330525e-05
2013	8.855202885732092e-06
34457	8.403316493338831e-06
582	1.0365126975725061e-05
22237	3.631885496879723e-05
47238	3.053869652619596e-05
6774	2.9112938317235077e-05
11797	2.2649421431107554e-05
33189	1.8466466591237627e-05
28142	1.230315779610464e-05
48628	3.0020150815467066e-05
29568	1.93001532242488e-05
43342	2.8226180027441268e-05
27755	2.1421551210829602e-05
3806	1.9905206875824905e-05
18174	2.066441442821142e-05
19879	2.6104466215607606e-05
50671	3.406321242944566e-05
6291	2.2315826415771867e-05
54176	3.952208674430158e-05
15264	4.388536825694473e-05
22387	2.6983399484519346e-05
6653	0.0001381726609219363
23519	0.00010975750876708144
46055	0.00012356874900701253
39924	1.9234036405883102e-05
43698	2.6339309890266744e-05
45853	1.735194785901818e-05
33800	1.939761263464712e-05
19514	1.7239137762035776e-05
21067	1.089792993812308e-05
12218	1.2778720008700815e-05
49657	9.28485649919825e-06
12255	1.2437866793713611e-05
44049	9.926442204061349e-06
17827	6.378490688945585e-05
15361	1.658044098690124e-05
23739	3.212428468710777e-05
41575	3.682999629153958e-05
16620	3.972921432183984e-05
57392	2.2571354126244307e-05
40656	3.1522067394480303e-05
41949	2.8036792282557337e-05
27688	3.7818009203194414e-06
32940	5.324812098027395e-06
14035	3.4386813433363994e-05
53900	2.272372716990676e-05
5114	3.535893364585194e-05
1358	3.5609520812313405e-05
7656	1.843609681757679e-05
42293	1.4128175926233645e-05
35585	4.354037476714003e-05
47136	2.4151326296560697e-05
32390	2.2580746309075785e-05
35919	4.4910864176059016e-05
56055	1.918940906583024e-05
606	5.798949164324721e-06
27034	1.1961833581347307e-05
53385	7.02743118479568e-06
32630	2.378458266022522e-05
35651	2.185751785374276e-05
19337	5.257603538372956e-05
26294	7.629205353461489e-05
2245	2.8708451963844832e-05
24515	3.764468433265339e-05
7161	7.996379672820772e-05
18004	3.061216960248677e-05
3474	1.5905086827623553e-05
55452	2.071126230122304e-05
29559	2.2568599060043967e-05
51597	1.9992506894414525e-05
26518	1.9086172871170026e-05
37512	5.634973231140562e-05
57111	4.24734709508906e-05
50733	7.016905328336634e-05
56489	3.4418196381102686e-05
43852	2.2546293082988638e-05
29878	2.9038751230333544e-05
25907	1.1956259780791138e-05
1602	9.769927675252379e-06
7878	1.1064189661990063e-05
25492	1.5103383098562982e-05
54652	1.7553439980887206e-05
52823	1.0982289943023859e-05
27114	8.008921537619663e-05
10300	1.0809630289168315e-05
28008	1.1810981722979245e-05
29034	3.25216063806723e-05
48802	1.641167158235075e-05
11943	2.2098892794713424e-05
4519	4.471931089729935e-05
43624	4.264812056575347e-05
25577	3.9908271564711146e-05
55585	2.0945256744850654e-05
55593	2.5081083042556233e-05
33077	2.1519210118986563e-05
41850	2.5659331047725324e-05
26209	0.00026333244010693914
33102	4.0581483618522775e-05
17113	5.485983332240369e-05
52488	4.71921824841559e-05
8148	4.246850650033084e-05
35795	1.1631297525829444e-05
15276	1.9788664415649734e-05
45783	4.3684885494568414e-05
40348	1.9601629819797573e-05
37179	3.3424178097651546e-05
52255	3.862376858908486e-05
15399	9.582937200611213e-06
31123	3.292757988068079e-05
28236	2.166063329324243e-05
7593	2.1342646754197645e-05
27902	2.2421067550957616e-05
38310	8.273898327605537e-06
58300	7.375065074193112e-06
20932	5.731894629838831e-06
42975	1.0414892161924731e-05
3718	1.6876461470755447e-05
48177	1.9813999868491542e-05
21451	2.106312348546369e-05
42279	1.0646438091637609e-05
14616	0.00011587302460890971
26598	1.878410392693827e-05
43198	3.0021190861837304e-05
3869	3.083565061292776e-05
32394	1.441868705315994e-05
39247	1.2539062125207662e-05
16628	2.0862459872686905e-05
48069	2.502759389386296e-05
18120	3.26753046461952e-05
8482	3.056341405242055e-05
6580	2.632423578883755e-05
8159	4.227018392338642e-05
11029	2.5949800576252804e-05
1892	6.098618619978211e-06
24586	1.1525153648253721e-05
45659	1.6111976981002194e-05
56058	1.1866580940209527e-05
45383	1.440516659115813e-05
18839	1.8022862966842745e-05
11908	1.4941958381549976e-05
15994	0.0002448096805011246
29622	2.2614768613898738e-05
8125	3.5306985512392725e-05
11277	2.1649665203303406e-05
19575	2.4490000131341563e-05
17693	7.403210322108074e-06
34398	2.0437507176820602e-05
43194	2.6843684970651004e-05
25159	1.8635607119925063e-05
13463	1.6026688968485174e-05
