node	pagerank
51032	3.90054990761974e-06
15713	8.314506070052111e-06
25206	3.8347066892455676e-05
38428	2.55591110549266e-05
49092	5.023662330993318e-05
29584	6.597017346668921e-05
9494	6.230754567275302e-05
39517	3.6487146283304526e-05
48003	4.123441690031763e-05
47610	2.780411772069869e-05
23439	0.0004584644067362869
43961	2.7471563469692775e-05
3585	1.7343694405761665e-05
32293	1.819372213232742e-05
35892	2.0796178502270394e-05
26832	3.002689118320876e-05
27038	4.423703752882165e-05
25107	2.7554733956060117e-05
22018	2.5582899207255246e-05
41264	7.099190933889829e-05
29611	1.166002374156268e-05
14471	5.4100148126210105e-06
34385	4.37431199673027e-06
4070	1.0477579859191724e-05
5932	1.9021176399618528e-05
23778	2.359180138442242e-05
14352	1.0700535392396147e-05
38176	2.3462454438163488e-05
43317	2.0067335415680503e-05
19688	3.9709925555937484e-05
25830	3.0587760792535914e-05
38431	2.0740266150493888e-05
6096	7.489779021383992e-05
31667	3.6691619025752795e-05
11265	7.666429450587851e-06
40626	2.1970193039670052e-05
28791	2.6341208749556687e-05
19167	0.0001353116115935719
26792	1.489917519350862e-05
1596	1.8948373987355592e-05
4985	6.75334964574318e-05
34568	6.218762721406795e-05
11594	2.321495294159683e-05
52316	1.1696566155406678e-05
7494	3.930845830608915e-05
44138	3.32123296873287e-05
54415	1.9526343943516038e-05
41540	2.005103758083491e-05
48918	1.5381984982844718e-05
30930	1.4864454793586604e-05
17123	6.113050700085573e-06
16931	3.6944061211721067e-05
23255	2.2860092777930485e-05
34797	2.015880654675236e-05
25010	3.913850060884686e-05
5699	9.609205554641353e-05
15821	2.2527519335991983e-05
44977	1.63678463719795e-05
32992	2.5134227761193437e-05
14810	1.7438852489466312e-05
7851	1.42700527552559e-05
16669	2.557290782748769e-05
5754	3.374264240830074e-05
56637	9.521114602668578e-06
44632	1.1600456312967862e-05
133	1.6265941921733818e-05
1291	1.007340482822485e-05
47608	2.076650775250319e-05
28903	5.516300807653105e-05
48795	3.526308863439479e-05
16955	2.6090206491927343e-05
35900	1.1777315383546994e-05
53337	7.73133416900986e-06
48053	5.947121915780448e-05
27113	2.5610105043712478e-05
26244	1.8622453547498436e-05
31668	3.463954227155229e-05
42065	4.324769421671271e-05
27357	2.453368697165445e-05
57275	1.8673686994632635e-05
33803	2.635683217773454e-05
38370	4.141744890407071e-05
22127	4.05931089043381e-05
32343	3.991877341894313e-05
50954	1.3228017423702073e-05
38913	2.35948039191412e-05
19137	1.3031108304585084e-05
1311	4.1716146179553574e-05
32423	1.4934237563894002e-05
2779	1.8040608010481856e-05
10823	2.0393500530605444e-05
2469	2.005004019163249e-05
21108	2.4858870185682837e-05
18058	0.00012297559591172073
15628	2.0824806215344216e-05
56937	1.701982865983502e-05
16616	2.278276914177191e-05
51429	4.9920770736505986e-05
14553	1.9591633724767977e-05
42394	2.074452651559957e-05
58075	2.5296204084042763e-05
10745	4.624079050525845e-05
16202	4.7217132117805606e-05
42630	3.3099666071389114e-05
39821	5.3668264859375766e-05
41589	2.725458667799829e-05
12702	3.571520075908871e-05
9378	2.5201733796050187e-05
42983	2.415227886052206e-05
54259	2.683521268821459e-05
29830	1.910793330311888e-05
2200	1.3568803956136653e-05
2325	1.632842504836378e-05
15446	8.517110055677116e-06
50718	1.5953402564329027e-05
47065	1.3686397178754062e-05
55538	3.6995843483562124e-05
28319	3.176927965370381e-05
37206	1.949757497612392e-05
21326	2.0857787440624672e-05
7418	3.422749362356639e-05
44137	5.913263974329729e-06
30808	1.9727721260477493e-05
9870	2.5486128511533087e-05
4142	2.2444406959965005e-05
49074	1.7376487594262124e-05
28380	2.5481390501805322e-05
27049	1.8717058552769757e-05
8048	3.6051450390888915e-05
39875	9.063767825710718e-06
33887	1.4845410067078414e-05
24717	3.127161698976806e-05
27634	3.1942062190282926e-05
21966	3.2927579880680764e-05
32664	8.029662649077778e-06
3459	1.182894232340094e-05
25883	1.3941475657525402e-05
17901	2.29223343072453e-05
49624	1.7047651461120876e-05
17559	1.3736690004189785e-05
10520	1.4928542328737977e-05
48391	1.0583944335167894e-05
11227	2.1212923934373534e-05
5849	1.6386647537287566e-05
27529	1.9004787057976318e-05
44872	2.6599758751327868e-05
27974	1.7489737115626202e-05
16268	9.750840107820925e-06
2612	2.030795553750967e-05
19116	1.697234064466532e-05
5965	7.633160779555605e-06
50865	6.560299111751493e-06
32285	1.4489142917667448e-05
22389	1.3837408747679463e-05
19663	7.635597979004037e-05
16018	2.0256451630643494e-05
5379	1.6498081022330016e-05
16687	9.735646002928633e-05
32180	2.2246104101298626e-05
16357	1.3976266924778377e-05
1277	4.8825904165932615e-06
43191	1.0546716021771031e-05
23662	1.352931178225748e-05
51610	2.276169668495307e-05
6136	3.667078955706175e-05
4238	1.8762256628029378e-05
35816	1.4676709679364606e-05
30264	1.9478234907307262e-05
55212	3.599107266345917e-05
40701	9.523759374926739e-05
48798	2.428671945606021e-05
50801	1.1041306477356582e-05
1783	2.6972486009618606e-05
21734	2.579279658635626e-05
19986	1.76175953050073e-05
1295	3.783558642847413e-05
10392	2.1952654355549362e-05
23432	2.4168987659200433e-05
53777	1.9607082186574238e-05
8519	5.6975825348390885e-05
39583	2.3346999679069847e-05
56556	2.5873410075902303e-05
15152	2.9473418971451876e-05
10054	2.7374651564851934e-05
3120	1.4818033840852556e-05
37582	2.59475322335494e-05
6709	1.8588877208271275e-05
28272	8.320201720505271e-06
11785	1.60517732966026e-05
49017	2.0072699216680412e-05
49774	1.2882356549203146e-05
17664	2.0945256744850654e-05
18240	1.9192704997839253e-05
14422	2.86990682439533e-05
49299	2.456599538714539e-05
9107	3.2865098848264824e-05
50366	4.974923382337745e-05
13458	3.298415820429899e-05
31865	1.4905449758721547e-05
4007	1.5392538540166466e-05
74	1.066680522847434e-05
1249	9.143500999799163e-06
10756	2.5847841163386617e-05
30473	1.61163200571805e-05
46191	1.848525662040265e-05
54064	1.1596386909075876e-05
31991	1.688640525122254e-05
5210	1.762138611992838e-05
40296	8.59739572373039e-06
55080	1.4838722879182321e-05
46055	2.0662151641708078e-05
28108	1.5250175083239183e-05
56305	2.9525036821901837e-05
10788	3.29934762602989e-05
8498	1.1478526962128738e-05
50707	1.3881718651016095e-05
33261	2.5669045921002814e-05
22374	3.312248839127776e-05
19294	9.703610771467858e-05
47478	0.00011872037907817452
8534	7.829495063886479e-06
32982	1.6990229502743976e-05
51271	1.1257762937299528e-05
29244	0.00022392199941704345
41852	2.1819980375837643e-05
43195	2.800553304807839e-05
4367	2.6411274347094767e-05
48843	2.6546877913560875e-05
24521	0.00023658849121324527
35730	2.370743259603473e-05
9248	2.4158315658779183e-05
45673	1.234057590504423e-05
26760	6.536326416038671e-06
35399	7.757750871358262e-06
43786	8.911391001230996e-06
34088	2.897571984223186e-05
23261	1.449966906439906e-05
54004	2.959502707749742e-05
18583	2.102982349614371e-05
15862	4.191966790868389e-05
22942	3.599026560846682e-05
50414	8.210662503260792e-06
37894	1.370751613261122e-05
32747	1.3178367748513893e-05
44089	1.8274281383079297e-05
32897	1.4053463437419719e-05
39661	3.776815424148022e-05
16443	6.154603610807403e-05
46087	1.0809775405020346e-05
9687	9.337385170377842e-06
13918	2.5928693826070283e-05
5704	9.395517524769222e-06
50618	3.965968210439717e-05
7052	1.0945843385814194e-05
38478	1.4993895958667499e-05
20385	9.163357166438034e-06
10843	1.581112082475704e-05
44320	7.838954227619506e-06
21693	8.580737194186896e-06
2334	2.0459014988397966e-05
26615	1.8080899051321075e-05
11607	4.031009078976206e-05
7294	1.9665403971266136e-05
18445	4.850753501903183e-05
27782	7.356472370168589e-06
21320	1.2408166070428643e-05
6619	8.645477288233212e-06
7446	1.5028821209547008e-05
311	9.368381855913638e-06
27601	2.5714896115995554e-05
53520	3.888454397116061e-05
36079	1.7934845817524308e-05
45217	1.5818664135994555e-05
19402	1.536393363696879e-05
37509	4.6920443454666325e-06
6879	1.1759893437959617e-05
55126	1.1698551992122437e-05
8054	6.14432497096823e-06
56055	8.03394845896825e-06
30006	1.6179245100438543e-05
48895	1.1907424659997843e-05
48612	1.246932208959721e-05
44755	1.3312326754581657e-05
24613	8.139937943816373e-06
48438	1.579270254021481e-05
14342	2.4424613484538078e-05
19779	1.7735552615181004e-05
7648	5.6976266380388896e-06
47786	2.75095243367011e-05
31277	1.05776163596637e-05
24372	2.5815579733239322e-05
36967	1.9636065352374506e-05
30765	2.488998128650869e-05
33044	1.884746258105074e-05
18829	2.1264701230938664e-05
32766	2.6819095110361737e-05
31596	2.2950790813127238e-05
25803	2.4414782081754193e-05
41521	3.072292607323807e-05
8869	1.753825977753637e-05
5946	2.1802379100625768e-05
57392	5.681801683588724e-05
44866	2.0861122094254973e-05
43226	1.696153176011047e-05
13226	2.1878739818508535e-05
40199	2.3816257352176828e-05
26284	3.484548377039016e-05
50685	1.4962862936732586e-05
27921	3.0806024383452996e-05
44520	3.539150170787585e-05
55525	2.8723830672939928e-05
46634	1.4403663551128336e-05
5056	2.3013724938514767e-05
31006	8.32318201019793e-06
21613	6.547278778319847e-06
11993	7.877633444613053e-06
24839	6.318709390411183e-05
25159	2.4614223029939977e-05
11969	1.4355028470373029e-05
48765	4.3486096345177804e-05
12093	0.0001177711030702699
16504	3.0061715519931e-05
521	3.315829873533994e-05
38411	2.5084515226369875e-05
45957	3.2820607636523645e-05
14555	0.0001318237625915773
5138	2.3884095882563672e-05
32733	3.994471733941463e-05
40007	1.7939013453986923e-05
49490	0.0003570159715903631
24287	2.1840743031819582e-05
29070	1.4884205909192468e-05
328	1.7483445604015345e-05
50098	1.9145356196955663e-05
36559	4.497940635593808e-05
42015	0.0002267473028602251
19310	4.7192182484155884e-05
41772	2.923800930586563e-05
14621	2.947357731155239e-05
33854	2.4409856911909462e-05
57393	2.053770172888084e-05
29445	7.169603094252303e-05
18082	2.9788213929502134e-05
54550	1.5900837549119164e-05
566	5.135525176266131e-05
33663	2.188338240578135e-05
8432	2.732207496737504e-05
44833	2.6683303296126297e-05
4900	1.8876721992496706e-05
24337	2.5291827969989085e-05
19219	2.358392559260817e-05
20005	2.4035696314841493e-05
24681	3.313717772190606e-05
18312	2.3449802118958414e-05
13879	2.4919049787141217e-05
33039	0.0007072817232070641
36455	1.681008544125684e-05
56303	2.7158542249428288e-05
26802	2.8142881861704523e-05
16054	9.493373048205384e-06
35858	1.9979397816196525e-05
31227	1.6652923068544522e-05
46228	1.1867535339446236e-05
39344	3.4946883361060814e-05
57923	2.1401093232718204e-05
42280	1.6828991912331916e-05
18083	1.873136975186617e-05
35181	2.3998839383543906e-05
57554	7.904616709727742e-05
47798	1.695514235835527e-05
53643	5.022772679186842e-05
11659	1.2855413470423718e-05
14749	2.097957102714539e-05
38588	2.3058292020352806e-05
35572	1.2730890217249887e-05
34393	0.0002589310522873966
47388	2.1665542302781034e-05
51875	2.897061421923035e-06
34527	2.8895063217794742e-05
33884	2.94579853054476e-05
18933	1.92511774994972e-05
6825	1.957606524952536e-05
35853	3.295693062437639e-05
20599	1.9302155331208087e-05
53531	3.985071197482272e-05
54301	1.2800342926944992e-05
31099	4.4796806407022304e-05
16621	3.1197034996345224e-05
45181	1.746001750730399e-05
18640	1.7865809006798692e-05
8233	1.941517916159888e-05
10822	7.926510306181102e-05
18236	9.211175038454869e-05
28030	8.251206328853404e-06
1970	2.2533627991310916e-05
2903	1.4399604514001186e-05
20484	3.2647809920500296e-05
54790	1.582979645486915e-05
29203	1.4345419403385762e-05
43754	2.4808170460684475e-05
55198	2.9486318133115034e-05
37678	9.206841333651394e-06
37439	1.353906184367819e-05
54040	3.200650492109714e-05
28484	1.8374961422072485e-05
36137	3.6238157961850605e-05
26530	1.4185169943212301e-05
28064	1.3741320661964454e-05
18839	5.567705283963424e-06
53656	3.7622326829896615e-05
2619	1.059126359063903e-05
31889	1.2215405986974253e-05
54563	2.1421551210829612e-05
7486	9.458449535067933e-06
50007	2.2984038772835222e-05
10480	2.3985338185922186e-05
48950	7.858538770151403e-05
21480	2.8620477389265035e-05
27937	3.0235034411061634e-05
10471	1.8862475971658558e-05
44048	6.888353886021965e-05
47507	7.016305479358156e-05
24878	7.226272681366899e-05
40909	2.163453250712399e-05
6337	6.390861489043628e-06
27777	1.8991612216917842e-05
29004	2.122281627136411e-05
34202	1.7597652257126675e-05
18309	1.473020337121136e-05
16571	2.1494306867508066e-05
17459	1.6687752816169203e-05
16217	2.3844265847518947e-05
7763	4.899008457740292e-05
26949	3.190662468222241e-05
3702	2.875753636127228e-05
28885	2.1651945731514596e-05
34194	2.9848807081898888e-05
27723	0.00012107259092481063
15003	3.947572117926813e-05
52001	2.966713743789137e-05
33458	0.00014583602349526535
19573	2.2873370674157248e-05
54607	3.96047831711772e-05
36714	2.1175676872761264e-05
28644	1.5086915614700841e-05
58209	8.032488632303385e-05
31689	1.9468331444272965e-05
24355	2.9817096542367616e-05
21911	5.6628072494642275e-05
52188	2.2334067090519206e-05
48134	2.000324592812757e-05
39603	1.936762080686415e-05
8975	1.9132858513852544e-05
46820	1.215362978431335e-05
30829	1.8243618389826994e-05
35888	2.1442916024410698e-05
15641	2.7194775212178637e-05
9218	2.6219754238385514e-05
15259	2.6495981180481714e-05
30934	9.448529989103822e-05
2280	1.412900664520837e-05
12252	1.661895276653292e-05
45244	2.0218832176659598e-05
31894	2.2327586568149458e-05
18772	3.1029898121607484e-05
43016	5.581193278997014e-05
22878	1.026824183122472e-05
53333	2.3393957142163237e-05
3870	1.872161989954625e-05
9146	2.778864133876288e-05
20528	1.4336815980321876e-05
43780	3.504902996257376e-05
14154	2.051222593203551e-05
8190	2.4565961045705422e-05
53339	4.090345789242185e-05
324	1.261616734070509e-05
46719	1.5547762732093046e-05
33461	2.464872762521844e-05
38107	2.1024497578237237e-05
41811	2.024729586446226e-05
50915	1.574333087344144e-05
47076	2.4932842032819485e-05
1957	3.492063802040669e-05
36496	1.2016141680495184e-05
53529	1.4719539258053665e-05
16525	1.1091211010993668e-05
20953	2.0043826362073616e-05
7548	8.827869981532014e-06
49600	8.408281912323612e-06
49035	3.660326675231009e-05
43333	4.4505009213057626e-05
54126	5.8374359070929234e-05
34703	4.576083214637929e-05
8713	4.760149795033374e-05
18057	4.158819726090289e-05
57801	2.3622853275557038e-05
17068	3.346119879216999e-05
45371	1.4608916497770452e-05
11959	1.2927179369545997e-05
25972	0.0001081442209855429
9420	2.1036519174975224e-05
32184	3.428192803741743e-05
20062	3.642109836763428e-05
41185	3.0350076957347707e-05
23379	1.7517995717268798e-05
10855	7.732590621454694e-06
17835	3.0303896816565493e-05
45126	2.0973610209700685e-05
22706	2.7123217962067802e-05
12669	2.2797817741733644e-05
41694	5.786473250542899e-06
49350	2.580923071312522e-05
46437	1.1801699274397189e-05
55299	1.6983589066156056e-05
32888	2.9060541273101253e-05
49606	3.979257972254796e-05
42797	5.112526885240152e-05
57093	7.733276622340208e-05
54930	1.4340928728946266e-05
36290	1.5295797594660123e-05
1544	2.2593663897275302e-05
16756	2.592702000907097e-05
18003	2.134586515014792e-05
27001	3.069794998930796e-05
8065	1.6019865067703123e-05
48051	2.2698488149162248e-05
43473	2.2566732434023378e-05
39930	2.3459751328797097e-05
22729	2.66072832626633e-05
29965	2.2862930541678315e-05
11094	8.824572638188958e-05
12254	6.108567896574984e-05
58229	3.620213722797665e-05
44317	2.532786122676779e-05
10162	0.00011882326374114876
23163	0.00010336605521046578
37997	5.329574921446103e-05
28587	3.441281507664277e-05
52698	3.2937150014514015e-05
7862	1.7245452565486058e-05
6330	1.635258407197199e-05
32825	1.6558699367307515e-05
17441	1.636049779239361e-05
23304	2.563449523275439e-05
24007	9.756621843441776e-06
27764	2.637313320314323e-05
9317	1.92860124441393e-05
7498	1.625083014599941e-05
45010	1.6270760601039987e-05
17506	1.1552464303483982e-05
51002	2.0428181147909178e-05
2180	3.4167336042152695e-05
2626	2.2556881767627097e-05
51619	1.4330246203289823e-05
38029	1.6077708453100806e-05
32277	1.955672663996574e-05
27380	4.1507356690534186e-05
9466	6.0258186978565706e-05
57172	1.5512102746518982e-05
30898	7.799876751372006e-06
45826	2.611376641097063e-05
58310	3.1002521521667376e-05
57131	3.386518424246089e-05
29481	1.9548626315671418e-05
30845	1.5943455103099245e-05
34738	3.643485941901173e-05
13627	5.715602923252972e-05
24953	4.1043699310172656e-05
15640	7.338520331128249e-05
4732	1.6348564553938585e-05
56203	3.703983879309925e-05
40995	9.194717426193784e-06
23204	2.5076816938512482e-05
26892	1.317929196792087e-05
49683	2.117134758542378e-05
52125	2.86577705006858e-05
14848	1.8981804864001158e-05
32619	2.2465255917279748e-05
56642	2.3897213340469092e-05
34290	2.9680023714523557e-05
451	6.679455741160651e-05
34366	2.3209686992277994e-05
27640	2.8098981067601372e-05
8398	3.542767546337955e-05
22050	2.0536508589400105e-05
35395	9.682983581332525e-05
19813	0.00010978555607947177
44507	1.810507186921696e-05
41037	1.0997369999956292e-05
12100	1.0722870533906086e-05
20527	1.2624684106602506e-05
58003	1.8707183465295255e-05
1080	1.5629627302747838e-05
21546	1.55937584141269e-05
47815	1.4653983424494818e-05
3509	2.2754615739630255e-05
17914	1.5263410356609508e-05
37864	4.8554625605605036e-05
716	2.650717302358451e-05
31977	4.01121109680672e-05
6380	1.9160950254573457e-05
39055	1.9371754120471562e-05
21829	7.521665996543528e-05
45853	2.1456823883144344e-05
27050	3.112673662857906e-05
34928	1.8508132603043593e-05
29364	2.401495084648728e-05
13257	7.598490625082035e-06
20905	1.9488757313585395e-05
17740	7.750681622839394e-06
17454	9.706570585189394e-06
15638	9.587397849675623e-06
25127	4.4668131165241456e-05
3740	4.2032637690056704e-05
27432	2.8753179930475972e-05
28276	2.4119350049573137e-05
953	2.4691029152772435e-05
56914	1.8047759625284124e-05
38304	3.328159131211335e-05
5746	3.92880935306868e-05
26706	3.573451334144748e-05
15870	3.1364199980725725e-05
5958	2.8239856199891648e-05
15564	2.1404833275211466e-05
16105	5.095213912144826e-05
18769	5.311753664202719e-05
13953	5.1939109473157785e-05
39405	5.16842445860267e-05
16392	2.433877954290463e-05
44100	1.5356469136517218e-05
18499	3.489630403706867e-05
3360	0.0001883713024217763
18328	2.4572144319499407e-05
34672	0.00013233319181779046
13599	1.5023870441358548e-05
55077	4.7971781100234764e-05
54352	2.898937744665487e-05
14406	4.829099569567813e-05
34752	2.2966866637155986e-05
53391	1.221653944073182e-05
34359	8.488108817406502e-06
19117	1.4781503940940047e-05
16028	2.0444760465312198e-05
8434	1.9847817168242613e-05
32471	2.2116704680497968e-05
41604	2.3080198073112683e-05
14259	1.1816390703451081e-05
9117	8.563502799609862e-05
30436	1.0171306105889108e-05
11707	5.896299441316412e-06
52265	4.0945333258557654e-05
19650	1.3902659377600226e-05
11577	1.042881861975602e-05
56122	2.520975067524641e-05
51740	3.712758337170553e-05
22191	1.6229507512125305e-05
36109	2.2489967204511456e-05
48569	3.823759383079764e-05
30799	0.0002734893376034133
7930	2.082734458240246e-05
11526	2.7775416199188436e-05
53586	4.04679099232221e-05
6585	1.1874311084143693e-05
11314	1.2528473821550027e-05
51337	1.125931162898322e-05
15589	3.410592839071978e-05
49665	2.3739877862472918e-05
2117	4.740358476698763e-05
55134	7.266759981352175e-05
3765	1.2498201451404774e-05
27431	1.3517521653567855e-05
38960	1.3767959504869772e-05
8025	1.8886367399311046e-05
12002	2.166606651009046e-05
49014	1.8195185998643084e-05
6932	2.8372803748799343e-05
9304	2.1327177144331933e-05
47704	1.961920959285049e-05
29254	5.229729521020413e-05
50276	1.0910239047529559e-05
25431	3.6511303577526415e-05
3579	1.8939268909967474e-05
53354	6.552305096359534e-05
45914	3.6694519669185516e-05
39040	1.8106014003495604e-05
